Sample description: Sub_Ave_harp_0077_803-Ave_Tp_0076_50
Sample: Sub_Ave_harp_00  c= 0 mg/ml  Code: 
 3.134501e+000  3.281208e-004  2.089706e-005
 3.140117e+000  3.269654e-004  2.085243e-005
 3.145733e+000  2.968078e-004  2.085345e-005
 3.151349e+000  2.974789e-004  2.082952e-005
 3.156965e+000  3.367591e-004  2.082178e-005
 3.162581e+000  3.019409e-004  2.080957e-005
 3.168197e+000  2.590940e-004  2.077401e-005
 3.173813e+000  1.936045e-004  2.078244e-005
 3.179429e+000  2.054927e-004  2.075720e-005
 3.185044e+000  2.252348e-004  2.076087e-005
 3.190660e+000  2.808169e-004  2.075216e-005
 3.196276e+000  3.002474e-004  2.072793e-005
 3.201891e+000  2.490141e-004  2.073406e-005
 3.207507e+000  1.765271e-004  2.068063e-005
 3.213122e+000  2.107666e-004  2.069482e-005
 3.218738e+000  2.478650e-004  2.068169e-005
 3.224353e+000  2.680254e-004  2.067076e-005
 3.229968e+000  2.543182e-004  2.069768e-005
 3.235583e+000  2.279483e-004  2.062705e-005
 3.241199e+000  2.329327e-004  2.062266e-005
 3.246814e+000  2.363264e-004  2.062218e-005
 3.252429e+000  2.321761e-004  2.061702e-005
 3.258044e+000  2.607012e-004  2.063395e-005
 3.263658e+000  2.893088e-004  2.058958e-005
 3.269273e+000  2.734823e-004  2.060765e-005
 3.274888e+000  2.322647e-004  2.056472e-005
 3.280503e+000  2.073996e-004  2.056013e-005
 3.286117e+000  2.250280e-004  2.055845e-005
 3.291732e+000  2.302382e-004  2.051658e-005
 3.297346e+000  2.137112e-004  2.052927e-005
 3.302961e+000  2.620618e-004  2.051450e-005
 3.308575e+000  2.972424e-004  2.051354e-005
 3.314190e+000  2.823056e-004  2.049653e-005
 3.319804e+000  2.421580e-004  2.048180e-005
 3.325418e+000  2.278431e-004  2.047742e-005
 3.331032e+000  1.946577e-004  2.043271e-005
 3.336646e+000  2.511967e-004  2.044768e-005
 3.342260e+000  2.876569e-004  2.043347e-005
 3.347874e+000  2.901501e-004  2.040929e-005
 3.353488e+000  2.879328e-004  2.040999e-005
 3.359102e+000  3.108671e-004  2.039968e-005
 3.364715e+000  2.642360e-004  2.040164e-005
 3.370329e+000  2.158864e-004  2.035415e-005
 3.375943e+000  1.987402e-004  2.035474e-005
 3.381556e+000  2.023045e-004  2.035323e-005
 3.387170e+000  1.970407e-004  2.032183e-005
 3.392783e+000  2.486521e-004  2.034648e-005
 3.398396e+000  2.902497e-004  2.031234e-005
 3.404010e+000  2.960845e-004  2.033762e-005
 3.409623e+000  2.905299e-004  2.030559e-005
 3.415236e+000  3.057647e-004  2.029097e-005
 3.420849e+000  2.532947e-004  2.028175e-005
 3.426462e+000  2.163255e-004  2.023731e-005
 3.432075e+000  2.465085e-004  2.025141e-005
 3.437688e+000  2.525812e-004  2.022550e-005
 3.443301e+000  2.970742e-004  2.022839e-005
 3.448914e+000  2.926412e-004  2.021157e-005
 3.454526e+000  2.183668e-004  2.016376e-005
 3.460139e+000  2.032519e-004  2.018860e-005
 3.465752e+000  2.272732e-004  2.016940e-005
 3.471364e+000  2.399669e-004  2.018124e-005
 3.476976e+000  2.322323e-004  2.014286e-005
 3.482589e+000  2.440041e-004  2.012138e-005
 3.488201e+000  2.702692e-004  2.012280e-005
 3.493813e+000  2.684903e-004  2.008961e-005
 3.499425e+000  2.584186e-004  2.012222e-005
 3.505038e+000  2.459781e-004  2.008118e-005
 3.510650e+000  2.501173e-004  2.008091e-005
 3.516262e+000  2.558942e-004  2.007805e-005
 3.521873e+000  2.512663e-004  2.003972e-005
 3.527485e+000  2.395299e-004  2.004828e-005
 3.533097e+000  2.245875e-004  2.001034e-005
 3.538709e+000  1.991022e-004  2.002646e-005
 3.544320e+000  2.136673e-004  2.000876e-005
 3.549932e+000  2.384051e-004  1.999018e-005
 3.555543e+000  2.533151e-004  2.000449e-005
 3.561155e+000  2.202495e-004  1.994499e-005
 3.566766e+000  2.002733e-004  1.995391e-005
 3.572377e+000  2.467583e-004  1.994020e-005
 3.577989e+000  2.884682e-004  1.994443e-005
 3.583600e+000  2.507543e-004  1.992947e-005
 3.589211e+000  1.923996e-004  1.989382e-005
 3.594822e+000  1.529110e-004  1.995659e-005
 3.600433e+000  2.084856e-004  2.034103e-005
 3.606044e+000  2.514438e-004  2.057297e-005
 3.611654e+000  2.236836e-004  2.076537e-005
 3.617265e+000  1.782637e-004  2.092424e-005
 3.622876e+000  2.166855e-004  2.112022e-005
 3.628486e+000  2.646128e-004  2.125569e-005
 3.634097e+000  2.106182e-004  2.141409e-005
 3.639707e+000  1.634770e-004  2.153867e-005
 3.645318e+000  1.685582e-004  2.167010e-005
 3.650928e+000  2.398374e-004  2.183587e-005
 3.656538e+000  2.387319e-004  2.191512e-005
 3.662148e+000  2.482636e-004  2.207668e-005
 3.667758e+000  2.816433e-004  2.218809e-005
 3.673368e+000  2.903654e-004  2.228344e-005
 3.678978e+000  2.727195e-004  2.235067e-005
 3.684588e+000  2.524650e-004  2.238199e-005
 3.690198e+000  2.450649e-004  2.247075e-005
 3.695808e+000  2.403662e-004  2.250397e-005
 3.701417e+000  2.525558e-004  2.259552e-005
 3.707027e+000  2.675860e-004  2.265380e-005
 3.712637e+000  3.099088e-004  2.269400e-005
 3.718246e+000  3.110784e-004  2.276911e-005
 3.723855e+000  2.415207e-004  2.276554e-005
 3.729465e+000  2.775928e-004  2.286555e-005
 3.735074e+000  2.868179e-004  2.289417e-005
 3.740683e+000  3.425559e-004  2.297860e-005
 3.746292e+000  3.692060e-004  2.306498e-005
 3.751901e+000  2.839884e-004  2.307115e-005
 3.757510e+000  2.781009e-004  2.314973e-005
 3.763119e+000  2.648513e-004  2.313623e-005
 3.768728e+000  2.476668e-004  2.320731e-005
 3.774337e+000  1.806713e-004  2.326318e-005
 3.779945e+000  1.869472e-004  2.328845e-005
 3.785554e+000  2.313211e-004  2.336441e-005
 3.791162e+000  2.476329e-004  2.337037e-005
 3.796771e+000  2.123816e-004  2.343554e-005
 3.802379e+000  2.306001e-004  2.345776e-005
 3.807988e+000  2.208805e-004  2.349769e-005
 3.813596e+000  1.635226e-004  2.353858e-005
 3.819204e+000  1.204828e-004  2.355172e-005
 3.824812e+000  2.099501e-004  2.366939e-005
 3.830420e+000  2.939405e-004  2.367834e-005
 3.836028e+000  2.773784e-004  2.376701e-005
 3.841636e+000  2.306696e-004  2.380034e-005
 3.847244e+000  1.713137e-004  2.381376e-005
 3.852851e+000  2.291225e-004  2.391819e-005
 3.858459e+000  2.018954e-004  2.390800e-005
 3.864067e+000  2.104714e-004  2.397143e-005
 3.869674e+000  1.741672e-004  2.397793e-005
 3.875282e+000  1.804827e-004  2.401478e-005
 3.880889e+000  2.291724e-004  2.409689e-005
 3.886496e+000  1.572142e-004  2.408986e-005
 3.892103e+000  2.145518e-004  2.420071e-005
 3.897710e+000  2.254884e-004  2.419779e-005
 3.903317e+000  1.816020e-004  2.423678e-005
 3.908924e+000  1.980411e-004  2.431666e-005
 3.914531e+000  2.624168e-004  2.437134e-005
 3.920138e+000  2.072157e-004  2.444219e-005
 3.925745e+000  1.514430e-004  2.441155e-005
 3.931352e+000  1.840184e-004  2.448571e-005
 3.936958e+000  2.006111e-004  2.455142e-005
 3.942565e+000  2.575392e-004  2.458938e-005
 3.948171e+000  3.393869e-004  2.466822e-005
 3.953778e+000  3.198655e-004  2.464936e-005
 3.959384e+000  2.650619e-004  2.473678e-005
 3.964990e+000  2.427438e-004  2.476679e-005
 3.970596e+000  2.370094e-004  2.481095e-005
 3.976202e+000  3.237987e-004  2.487518e-005
 3.981808e+000  2.797180e-004  2.484888e-005
 3.987414e+000  2.174612e-004  2.494931e-005
 3.993020e+000  1.859861e-004  2.492763e-005
 3.998626e+000  2.491198e-004  2.501899e-005
 4.004231e+000  2.882347e-004  2.506555e-005
 4.009837e+000  2.492034e-004  2.506754e-005
 4.015443e+000  2.386514e-004  2.516638e-005
 4.021048e+000  2.095159e-004  2.514398e-005
 4.026653e+000  2.090475e-004  2.523596e-005
 4.032259e+000  2.640685e-004  2.528072e-005
 4.037864e+000  3.076444e-004  2.531018e-005
 4.043469e+000  2.837957e-004  2.537210e-005
 4.049074e+000  3.140829e-004  2.539372e-005
 4.054679e+000  3.065236e-004  2.547433e-005
 4.060284e+000  2.648437e-004  2.546487e-005
 4.065889e+000  2.502534e-004  2.551636e-005
 4.071494e+000  2.608741e-004  2.558084e-005
 4.077098e+000  2.320055e-004  2.557951e-005
 4.082703e+000  2.923722e-004  2.568675e-005
 4.088307e+000  2.611327e-004  2.564308e-005
 4.093912e+000  2.546715e-004  2.573636e-005
 4.099516e+000  2.508927e-004  2.577851e-005
 4.105121e+000  2.599362e-004  2.580450e-005
 4.110725e+000  2.048834e-004  2.586883e-005
 4.116329e+000  1.631898e-004  2.582821e-005
 4.121933e+000  2.031597e-004  2.594671e-005
 4.127537e+000  1.716630e-004  2.595537e-005
 4.133141e+000  1.660272e-004  2.601368e-005
 4.138745e+000  1.833787e-004  2.605737e-005
 4.144348e+000  2.434944e-004  2.605645e-005
 4.149952e+000  1.989458e-004  2.613874e-005
 4.155556e+000  1.762975e-004  2.604968e-005
 4.161159e+000  2.680920e-004  2.612080e-005
 4.166763e+000  3.019397e-004  2.616372e-005
 4.172366e+000  2.491022e-004  2.612955e-005
 4.177969e+000  2.281979e-004  2.616765e-005
 4.183572e+000  1.985219e-004  2.603580e-005
 4.189175e+000  2.361745e-004  2.609326e-005
 4.194778e+000  2.253752e-004  2.609389e-005
 4.200381e+000  1.698307e-004  2.607595e-005
 4.205984e+000  2.267759e-004  2.612763e-005
 4.211587e+000  2.067991e-004  2.606140e-005
 4.217190e+000  2.165277e-004  2.614932e-005
 4.222792e+000  2.459459e-004  2.611991e-005
 4.228395e+000  2.687023e-004  2.615889e-005
 4.233997e+000  2.846666e-004  2.616122e-005
 4.239600e+000  2.524900e-004  2.613222e-005
 4.245202e+000  2.278185e-004  2.618048e-005
 4.250804e+000  2.564829e-004  2.615717e-005
 4.256406e+000  2.397163e-004  2.621076e-005
 4.262008e+000  2.547882e-004  2.621233e-005
 4.267610e+000  2.370551e-004  2.620151e-005
 4.273212e+000  1.650582e-004  2.622114e-005
 4.278814e+000  1.371613e-004  2.616593e-005
 4.284416e+000  2.046222e-004  2.626119e-005
 4.290017e+000  2.316438e-004  2.623693e-005
 4.295619e+000  2.348723e-004  2.625068e-005
 4.301220e+000  1.970103e-004  2.624859e-005
 4.306822e+000  1.894952e-004  2.620432e-005
 4.312423e+000  2.063400e-004  2.627073e-005
 4.318024e+000  2.269102e-004  2.622706e-005
 4.323625e+000  2.339986e-004  2.627762e-005
 4.329227e+000  2.454437e-004  2.627868e-005
 4.334827e+000  2.054104e-004  2.626727e-005
 4.340428e+000  2.231541e-004  2.632296e-005
 4.346029e+000  2.323570e-004  2.625252e-005
 4.351630e+000  2.257403e-004  2.631847e-005
 4.357231e+000  2.476518e-004  2.629798e-005
 4.362831e+000  2.075999e-004  2.629770e-005
 4.368432e+000  2.296743e-004  2.633887e-005
 4.374032e+000  1.658295e-004  2.626887e-005
 4.379632e+000  1.470453e-004  2.635019e-005
 4.385233e+000  1.893940e-004  2.629419e-005
 4.390833e+000  1.791090e-004  2.634872e-005
 4.396433e+000  2.195078e-004  2.633262e-005
 4.402033e+000  2.444799e-004  2.632238e-005
 4.407633e+000  2.792879e-004  2.641830e-005
 4.413232e+000  2.714877e-004  2.636574e-005
 4.418832e+000  2.828697e-004  2.643158e-005
 4.424432e+000  2.583314e-004  2.638219e-005
 4.430031e+000  1.901746e-004  2.637574e-005
 4.435631e+000  1.163176e-004  2.640964e-005
 4.441230e+000  1.206225e-004  2.636234e-005
 4.446829e+000  1.705404e-004  2.642387e-005
 4.452429e+000  1.971104e-004  2.639269e-005
 4.458028e+000  2.431156e-004  2.642771e-005
 4.463627e+000  2.382745e-004  2.646084e-005
 4.469226e+000  2.668617e-004  2.640964e-005
 4.474825e+000  2.494221e-004  2.647026e-005
 4.480424e+000  2.465413e-004  2.640399e-005
 4.486022e+000  2.879346e-004  2.649772e-005
 4.491621e+000  2.886443e-004  2.648998e-005
 4.497219e+000  2.020912e-004  2.646271e-005
 4.502818e+000  2.380421e-004  2.650628e-005
 4.508416e+000  2.865722e-004  2.645592e-005
 4.514014e+000  2.338434e-004  2.649469e-005
 4.519613e+000  1.986203e-004  2.645472e-005
 4.525211e+000  2.273116e-004  2.650581e-005
 4.530809e+000  2.414399e-004  2.655003e-005
 4.536407e+000  1.741109e-004  2.648844e-005
 4.542004e+000  1.985030e-004  2.654702e-005
 4.547602e+000  2.102467e-004  2.650541e-005
 4.553200e+000  2.304280e-004  2.656886e-005
 4.558797e+000  2.306726e-004  2.656880e-005
 4.564395e+000  2.001393e-004  2.652474e-005
 4.569992e+000  1.917211e-004  2.656782e-005
 4.575590e+000  2.272433e-004  2.651671e-005
 4.581187e+000  2.593694e-004  2.658522e-005
 4.586784e+000  2.993827e-004  2.656941e-005
 4.592381e+000  2.820919e-004  2.657270e-005
 4.597978e+000  2.958895e-004  2.661797e-005
 4.603575e+000  3.116790e-004  2.656146e-005
 4.609172e+000  2.407178e-004  2.663218e-005
 4.614768e+000  1.984118e-004  2.657147e-005
 4.620365e+000  2.485729e-004  2.659178e-005
 4.625962e+000  1.439884e-004  2.659609e-005
 4.631558e+000  1.218657e-004  2.656262e-005
 4.637154e+000  1.741353e-004  2.662574e-005
 4.642751e+000  1.960312e-004  2.656484e-005
 4.648347e+000  2.839622e-004  2.663856e-005
 4.653943e+000  1.891164e-004  2.662609e-005
 4.659539e+000  1.897643e-004  2.664168e-005
 4.665135e+000  2.019043e-004  2.669740e-005
 4.670731e+000  2.180746e-004  2.663976e-005
 4.676326e+000  1.923012e-004  2.667981e-005
 4.681922e+000  1.713322e-004  2.663157e-005
 4.687518e+000  1.746156e-004  2.669638e-005
 4.693113e+000  1.610464e-004  2.671753e-005
 4.698708e+000  1.882567e-004  2.669932e-005
 4.704304e+000  2.049183e-004  2.675359e-005
 4.709899e+000  1.661641e-004  2.664131e-005
 4.715494e+000  1.857092e-004  2.671615e-005
 4.721089e+000  2.630538e-004  2.672921e-005
 4.726684e+000  2.273793e-004  2.668985e-005
 4.732279e+000  2.367179e-004  2.674020e-005
 4.737873e+000  2.527647e-004  2.668767e-005
 4.743468e+000  2.596049e-004  2.676198e-005
 4.749063e+000  2.472725e-004  2.672020e-005
 4.754657e+000  1.929349e-004  2.672531e-005
 4.760252e+000  1.852825e-004  2.674544e-005
 4.765846e+000  2.203419e-004  2.670228e-005
 4.771440e+000  2.271288e-004  2.679947e-005
 4.777034e+000  2.745425e-004  2.671679e-005
 4.782628e+000  2.564932e-004  2.674662e-005
 4.788222e+000  2.235561e-004  2.674475e-005
 4.793816e+000  2.525246e-004  2.672364e-005
 4.799410e+000  2.557213e-004  2.680354e-005
 4.805003e+000  2.063387e-004  2.670572e-005
 4.810597e+000  2.311880e-004  2.676725e-005
 4.816190e+000  2.108690e-004  2.677485e-005
 4.821784e+000  2.459818e-004  2.677252e-005
 4.827377e+000  2.331522e-004  2.682816e-005
 4.832970e+000  2.042900e-004  2.676587e-005
 4.838563e+000  2.074395e-004  2.685680e-005
 4.844156e+000  2.082204e-004  2.678895e-005
 4.849749e+000  2.003040e-004  2.680148e-005
 4.855342e+000  1.916580e-004  2.683548e-005
 4.860935e+000  1.496742e-004  2.680649e-005
 4.866527e+000  2.129877e-004  2.689343e-005
 4.872120e+000  2.204181e-004  2.681661e-005
 4.877712e+000  1.888709e-004  2.684737e-005
 4.883305e+000  2.261841e-004  2.683278e-005
 4.888897e+000  2.405490e-004  2.684385e-005
 4.894489e+000  2.416410e-004  2.691313e-005
 4.900081e+000  2.355357e-004  2.684107e-005
 4.905673e+000  2.158174e-004  2.689219e-005
 4.911265e+000  2.003092e-004  2.688091e-005
 4.916857e+000  1.827674e-004  2.701129e-005
 4.922448e+000  1.481109e-004  2.719208e-005
 4.928040e+000  1.746736e-004  2.829630e-005
 4.933632e+000  2.746853e-004  2.953336e-005
 4.939223e+000  2.802628e-004  3.014264e-005
 4.944814e+000  1.760772e-004  3.083471e-005
 4.950406e+000  1.261768e-004  3.139327e-005
 4.955997e+000  1.698510e-004  3.188768e-005
 4.961588e+000  1.569037e-004  3.237164e-005
 4.967179e+000  1.543548e-004  3.229409e-005
 4.972769e+000  1.176958e-004  3.262759e-005
 4.978360e+000  1.992805e-004  3.285123e-005
 4.983951e+000  2.412316e-004  3.306103e-005
 4.989541e+000  2.043789e-004  3.335923e-005
 4.995132e+000  2.670438e-004  3.343549e-005
 5.000722e+000  1.657357e-004  3.378982e-005
 5.006313e+000  1.581459e-004  3.385736e-005
 5.011903e+000  1.297862e-004  3.412546e-005
 5.017493e+000  1.229228e-004  3.430893e-005
 5.023083e+000  2.172087e-004  3.446341e-005
 5.028673e+000  1.899937e-004  3.482777e-005
 5.034263e+000  1.634288e-004  3.485075e-005
 5.039852e+000  1.922106e-004  3.523185e-005
 5.045442e+000  2.372941e-004  3.540194e-005
 5.051031e+000  1.982961e-004  3.557728e-005
 5.056621e+000  1.419458e-004  3.577900e-005
 5.062210e+000  2.158321e-004  3.583814e-005
 5.067799e+000  2.210326e-004  3.614055e-005
 5.073388e+000  1.438789e-004  3.621476e-005
 5.078977e+000  1.785613e-004  3.648020e-005
 5.084566e+000  2.399132e-004  3.670269e-005
 5.090155e+000  2.091869e-004  3.681623e-005
 5.095744e+000  2.358438e-004  3.715475e-005
 5.101333e+000  2.593632e-004  3.714746e-005
 5.106921e+000  2.286159e-004  3.725059e-005
 5.112510e+000  2.449637e-004  3.744606e-005
 5.118098e+000  2.213518e-004  3.752560e-005
 5.123686e+000  2.214440e-004  3.784359e-005
 5.129274e+000  1.684598e-004  3.794363e-005
 5.134862e+000  2.787549e-004  3.824310e-005
 5.140450e+000  2.654838e-004  3.847627e-005
 5.146038e+000  2.377842e-004  3.861908e-005
 5.151626e+000  2.446592e-004  3.888887e-005
 5.157214e+000  2.299890e-004  3.900285e-005
 5.162801e+000  2.125037e-004  3.921583e-005
 5.168389e+000  2.679964e-004  3.944771e-005
 5.173976e+000  2.831538e-004  3.961059e-005
 5.179563e+000  2.269024e-004  3.989068e-005
 5.185151e+000  1.443632e-004  4.001849e-005
 5.190738e+000  1.210968e-004  4.022367e-005
 5.196325e+000  1.008969e-004  4.038894e-005
 5.201911e+000  1.218011e-004  4.053984e-005
 5.207498e+000  1.112527e-004  4.081676e-005
 5.213085e+000  1.059591e-004  4.099120e-005
 5.218671e+000  1.891022e-004  4.116413e-005
 5.224258e+000  2.140156e-004  4.140303e-005
 5.229844e+000  1.864174e-004  4.162251e-005
 5.235431e+000  1.737595e-004  4.189272e-005
 5.241017e+000  1.234553e-004  4.206124e-005
 5.246603e+000  2.234225e-004  4.232703e-005
 5.252189e+000  3.031481e-004  4.271396e-005
 5.257775e+000  1.253327e-004  4.277980e-005
 5.263360e+000  4.362196e-005  4.283689e-005
 5.268946e+000  1.868219e-004  4.313742e-005
 5.274532e+000  3.138605e-004  4.338453e-005
 5.280117e+000  2.944066e-004  4.369530e-005
 5.285703e+000  2.319239e-004  4.389025e-005
 5.291288e+000  2.168162e-004  4.399848e-005
 5.296873e+000  2.099041e-004  4.437402e-005
 5.302458e+000  1.371766e-004  4.453530e-005
 5.308043e+000  1.512350e-004  4.483769e-005
 5.313628e+000  1.818793e-004  4.505029e-005
 5.319213e+000  1.251991e-004  4.525780e-005
 5.324797e+000  4.843401e-005  4.558974e-005
 5.330382e+000  7.695621e-005  4.572925e-005
 5.335966e+000  5.161747e-005  4.557326e-005
 5.341551e+000  1.392068e-004  4.561218e-005
 5.347135e+000  6.670356e-005  4.566416e-005
 5.352719e+000  1.140430e-005  4.575255e-005
 5.358303e+000  8.111878e-005  4.562052e-005
 5.363887e+000  1.074254e-004  4.549731e-005
 5.369471e+000  1.749504e-004  4.563283e-005
 5.375055e+000  1.188663e-004  4.568822e-005
 5.380638e+000  7.923880e-005  4.570998e-005
 5.386222e+000  6.489149e-005  4.565613e-005
 5.391805e+000  2.031479e-004  4.574055e-005
 5.397389e+000  1.745196e-004  4.576408e-005
 5.402972e+000  4.613258e-005  4.567909e-005
 5.408555e+000  9.540107e-005  4.565443e-005
 5.414138e+000  2.005861e-004  4.573672e-005
 5.419721e+000  2.423776e-004  4.604422e-005
 5.425304e+000  3.477851e-004  4.638796e-005
 5.430887e+000  2.554868e-004  4.642245e-005
 5.436469e+000  1.830634e-004  4.670137e-005
 5.442052e+000  1.110523e-004  4.695799e-005
 5.447634e+000  1.046615e-004  4.716105e-005
 5.453217e+000  9.317674e-005  4.739278e-005
 5.458799e+000  6.164083e-005  4.754780e-005
 5.464381e+000  1.146690e-004  4.784527e-005
 5.469963e+000  1.726540e-004  4.816273e-005
 5.475545e+000  1.674793e-004  4.840874e-005
 5.481127e+000  1.341884e-004  4.861544e-005
 5.486708e+000  6.723774e-006  4.886475e-005
 5.492290e+000  5.714831e-005  4.911887e-005
 5.497871e+000  1.430808e-004  4.939698e-005
 5.503453e+000  1.321421e-004  4.967950e-005
 5.509034e+000  1.103051e-004  4.995596e-005
 5.514615e+000  1.921557e-004  5.026239e-005
 5.520196e+000  1.973773e-004  5.061121e-005
 5.525777e+000  1.284344e-004  5.088811e-005
 5.531358e+000  1.319163e-004  5.108172e-005
 5.536939e+000  1.055466e-004  5.141622e-005
 5.542519e+000  3.481905e-005  5.158840e-005
 5.548100e+000  9.282160e-005  5.188427e-005
 5.553680e+000  1.803527e-004  5.229050e-005
 5.559261e+000  2.430394e-004  5.265427e-005
 5.564841e+000  1.673248e-004  5.291766e-005
 5.570421e+000  2.732940e-004  5.326127e-005
 5.576001e+000  1.722627e-004  5.353031e-005
 5.581581e+000 -2.435556e-006  5.381187e-005
 5.587161e+000  1.244195e-004  5.409512e-005
 5.592740e+000  2.118783e-004  5.456806e-005
 5.598320e+000  1.949391e-004  5.488491e-005
 5.603899e+000  1.937262e-004  5.521662e-005
 5.609479e+000  1.304649e-004  5.563003e-005
 5.615058e+000  7.649490e-005  5.592300e-005
 5.620637e+000  5.052764e-005  5.630421e-005
 5.626216e+000  6.375564e-005  5.671526e-005
 5.631795e+000  2.321823e-004  5.723294e-005
 5.637374e+000  2.456647e-004  5.762868e-005
 5.642953e+000  3.128279e-004  5.797179e-005
 5.648531e+000  2.431550e-004  5.836963e-005
 5.654110e+000  2.004130e-004  5.876358e-005
 5.659688e+000  1.731420e-004  5.906793e-005
 5.665267e+000  2.186616e-004  5.962201e-005
 5.670845e+000  1.612864e-004  5.996923e-005
 5.676423e+000  5.442286e-005  6.044617e-005
 5.682001e+000 -8.510740e-006  6.092358e-005
 5.687579e+000  5.299518e-005  6.120759e-005
 5.693156e+000  9.863093e-005  6.169681e-005
 5.698734e+000  1.295550e-004  6.224234e-005
 5.704312e+000  1.822726e-004  6.311408e-005
 5.709889e+000  2.081016e-004  6.363398e-005
 5.715466e+000  5.531745e-005  6.403355e-005
 5.721044e+000  1.488893e-004  6.481392e-005
 5.726621e+000  2.084424e-004  6.527321e-005
 5.732198e+000  4.852256e-005  6.554507e-005
 5.737775e+000  1.171291e-004  6.621153e-005
 5.743351e+000  2.369482e-004  6.694463e-005
 5.748928e+000  2.142758e-004  6.746474e-005
 5.754505e+000  1.428106e-004  6.809118e-005
 5.760081e+000  1.855139e-004  6.887518e-005
 5.765657e+000  2.725477e-004  6.962319e-005
 5.771234e+000  1.866941e-004  7.001135e-005
 5.776810e+000  1.421512e-004  7.083448e-005
 5.782386e+000  8.839497e-005  7.143208e-005
 5.787962e+000  8.469057e-005  7.205982e-005
 5.793537e+000  1.280326e-004  7.281568e-005
 5.799113e+000  2.797125e-004  7.343787e-005
 5.804689e+000  1.126155e-004  7.426341e-005
 5.810264e+000  9.365416e-005  7.502694e-005
 5.815839e+000  1.464312e-004  7.579628e-005
 5.821415e+000  2.472885e-004  7.685032e-005
 5.826990e+000  1.375897e-004  7.753552e-005
 5.832565e+000  1.123397e-004  7.866525e-005
 5.838140e+000  1.901687e-004  7.967035e-005
 5.843715e+000  2.656572e-004  8.056250e-005
 5.849289e+000  2.256919e-004  8.160495e-005
 5.854864e+000  1.273187e-004  8.227065e-005
 5.860438e+000  2.149763e-004  8.356472e-005
 5.866013e+000  1.741718e-004  8.461164e-005
 5.871587e+000  1.359904e-005  8.536806e-005
 5.877161e+000  8.440073e-005  8.695703e-005
 5.882735e+000  8.953647e-006  8.808204e-005
 5.888309e+000 -1.452083e-004  8.927057e-005
 5.893883e+000 -7.645345e-005  9.055990e-005
 5.899456e+000  1.033886e-004  9.224123e-005
 5.905030e+000  1.924456e-004  9.421137e-005
 5.910603e+000  4.197890e-005  9.543538e-005
 5.916177e+000  7.662865e-005  9.708432e-005
 5.921750e+000  4.086299e-005  9.865685e-005
 5.927323e+000  5.913490e-005  1.004374e-004
 5.932896e+000 -5.263000e-005  1.023498e-004
 5.938469e+000 -6.058872e-005  1.045839e-004
 5.944042e+000 -2.424767e-004  1.064713e-004
 5.949615e+000 -3.743911e-004  1.085605e-004
 5.955187e+000 -1.618109e-005  1.107691e-004
 5.960760e+000  6.131164e-005  1.136308e-004
 5.966332e+000  1.900447e-004  1.162164e-004
 5.971904e+000  1.561391e-004  1.191717e-004
 5.977476e+000  2.750765e-004  1.226905e-004
 5.983048e+000  1.065195e-004  1.259832e-004
 5.988620e+000 -1.904140e-004  1.293935e-004
 5.994192e+000 -5.021324e-005  1.334234e-004
 5.999763e+000  3.049605e-004  1.380583e-004
 6.005335e+000  2.047848e-004  1.432065e-004
 6.010906e+000  1.493544e-004  1.483247e-004
 6.016478e+000  2.166627e-004  1.550035e-004
 6.022049e+000  2.103341e-004  1.619170e-004
 6.027620e+000  1.228286e-004  1.700339e-004
 6.033191e+000  6.389386e-005  1.791890e-004
 6.038762e+000  2.102554e-004  1.894567e-004
 6.044333e+000  3.327724e-004  2.030542e-004
 6.049903e+000 -1.781241e-004  2.186130e-004
 6.055474e+000 -6.271069e-004  2.393210e-004
 6.061044e+000 -3.112248e-004  2.661065e-004
 6.066614e+000  8.279845e-004  3.064567e-004
 6.072185e+000  8.504345e-005  3.771404e-004
 6.077755e+000 -1.866311e-004  5.270744e-004
 6.083325e+000  6.218591e-004  6.989807e-004
range-from: 1
range-to: 1074
