Sample description: Sub_Ave_arc4_0073_818-Ave_Tp_0072_315
Sample: Sub_Ave_arc4_00  c= 0 mg/ml  Code: 
 3.134498e+000  6.569433e-005  2.217047e-005
 3.140115e+000  1.058550e-004  2.212934e-005
 3.145731e+000  1.377394e-004  2.213555e-005
 3.151347e+000  6.373237e-005  2.210134e-005
 3.156963e+000  8.482063e-005  2.209927e-005
 3.162579e+000  1.405908e-004  2.210184e-005
 3.168195e+000  8.925758e-005  2.206005e-005
 3.173811e+000  9.492224e-005  2.207313e-005
 3.179427e+000  1.228133e-004  2.205608e-005
 3.185042e+000  1.001654e-004  2.204577e-005
 3.190658e+000  1.038309e-004  2.203358e-005
 3.196274e+000  9.655355e-005  2.200387e-005
 3.201889e+000  8.764916e-005  2.201095e-005
 3.207505e+000  9.992221e-005  2.196655e-005
 3.213120e+000  6.887753e-005  2.197227e-005
 3.218736e+000  1.071168e-004  2.195235e-005
 3.224351e+000  1.284582e-004  2.194429e-005
 3.229966e+000  1.298693e-004  2.197088e-005
 3.235581e+000  1.276746e-004  2.191795e-005
 3.241196e+000  1.588940e-004  2.193055e-005
 3.246811e+000  1.561760e-004  2.192511e-005
 3.252426e+000  1.645498e-004  2.191210e-005
 3.258041e+000  1.427912e-004  2.190127e-005
 3.263656e+000  9.847064e-005  2.184369e-005
 3.269271e+000  6.217174e-005  2.186196e-005
 3.274886e+000  4.889314e-005  2.183289e-005
 3.280501e+000  6.227272e-005  2.181879e-005
 3.286115e+000  9.597618e-005  2.182926e-005
 3.291730e+000  1.040810e-004  2.181063e-005
 3.297344e+000  1.277403e-004  2.181312e-005
 3.302959e+000  1.749710e-004  2.178464e-005
 3.308573e+000  1.482821e-004  2.179063e-005
 3.314187e+000  5.833977e-005  2.175889e-005
 3.319802e+000  1.166418e-004  2.174143e-005
 3.325416e+000  1.777530e-004  2.174633e-005
 3.331030e+000  1.519611e-004  2.171477e-005
 3.336644e+000  1.281589e-004  2.171472e-005
 3.342258e+000  1.479195e-004  2.171332e-005
 3.347872e+000  1.612234e-004  2.168746e-005
 3.353486e+000  1.705313e-004  2.167697e-005
 3.359099e+000  1.614634e-004  2.165736e-005
 3.364713e+000  1.736510e-004  2.167786e-005
 3.370327e+000  1.685412e-004  2.162722e-005
 3.375940e+000  1.120422e-004  2.162572e-005
 3.381554e+000  8.305492e-005  2.161929e-005
 3.387167e+000  1.434554e-004  2.159900e-005
 3.392781e+000  1.245722e-004  2.159581e-005
 3.398394e+000  1.207026e-004  2.155676e-005
 3.404008e+000  1.122250e-004  2.157704e-005
 3.409621e+000  1.239030e-004  2.155408e-005
 3.415234e+000  1.414797e-004  2.153776e-005
 3.420847e+000  1.114403e-004  2.153555e-005
 3.426460e+000  8.369428e-005  2.149409e-005
 3.432073e+000  9.278551e-005  2.151469e-005
 3.437686e+000  1.224640e-004  2.149068e-005
 3.443299e+000  1.738550e-004  2.148672e-005
 3.448911e+000  1.720887e-004  2.146802e-005
 3.454524e+000  1.496634e-004  2.144280e-005
 3.460137e+000  1.130557e-004  2.144668e-005
 3.465749e+000  1.634157e-004  2.142835e-005
 3.471362e+000  1.202832e-004  2.143714e-005
 3.476974e+000  1.285922e-004  2.140258e-005
 3.482586e+000  1.456529e-004  2.137441e-005
 3.488199e+000  1.281920e-004  2.138011e-005
 3.493811e+000  5.783858e-005  2.132744e-005
 3.499423e+000  1.037917e-004  2.135055e-005
 3.505035e+000  1.202177e-004  2.131152e-005
 3.510647e+000  1.664424e-004  2.133067e-005
 3.516259e+000  1.695117e-004  2.131985e-005
 3.521871e+000  1.410077e-004  2.127464e-005
 3.527483e+000  1.576653e-004  2.130604e-005
 3.533095e+000  1.452151e-004  2.127497e-005
 3.538706e+000  1.551122e-004  2.130010e-005
 3.544318e+000  1.016674e-004  2.125714e-005
 3.549929e+000  8.955621e-005  2.122437e-005
 3.555541e+000  1.139746e-004  2.123757e-005
 3.561152e+000  1.579541e-004  2.120177e-005
 3.566764e+000  1.236860e-004  2.120559e-005
 3.572375e+000  8.853127e-005  2.117238e-005
 3.577986e+000  5.403870e-005  2.116281e-005
 3.583597e+000  5.561557e-005  2.115868e-005
 3.589208e+000  1.277978e-004  2.115218e-005
 3.594819e+000  1.246034e-004  2.121224e-005
 3.600430e+000  9.640614e-005  2.159379e-005
 3.606041e+000  9.957259e-005  2.184103e-005
 3.611652e+000  1.413541e-004  2.205939e-005
 3.617263e+000  1.265425e-004  2.223392e-005
 3.622873e+000  1.140833e-004  2.243860e-005
 3.628484e+000  9.087116e-005  2.256901e-005
 3.634094e+000  8.808104e-005  2.274550e-005
 3.639705e+000  1.363417e-004  2.289231e-005
 3.645315e+000  1.826688e-004  2.303117e-005
 3.650925e+000  1.316207e-004  2.318157e-005
 3.656536e+000  1.595329e-004  2.328063e-005
 3.662146e+000  1.612230e-004  2.345932e-005
 3.667756e+000  1.252812e-004  2.355598e-005
 3.673366e+000  1.296723e-004  2.365879e-005
 3.678976e+000  2.066207e-004  2.373807e-005
 3.684586e+000  1.933834e-004  2.377177e-005
 3.690196e+000  1.544244e-004  2.388244e-005
 3.695805e+000  1.781135e-004  2.390895e-005
 3.701415e+000  2.213766e-004  2.399011e-005
 3.707025e+000  1.982020e-004  2.405898e-005
 3.712634e+000  1.640117e-004  2.409993e-005
 3.718244e+000  1.308587e-004  2.418510e-005
 3.723853e+000  9.759878e-005  2.421319e-005
 3.729462e+000  1.741286e-004  2.432217e-005
 3.735072e+000  2.057245e-004  2.435517e-005
 3.740681e+000  1.672009e-004  2.441055e-005
 3.746290e+000  2.042735e-004  2.449166e-005
 3.751899e+000  1.960701e-004  2.450053e-005
 3.757508e+000  1.380319e-004  2.458039e-005
 3.763117e+000  1.192921e-004  2.459324e-005
 3.768725e+000  1.524235e-004  2.467039e-005
 3.774334e+000  1.987964e-004  2.473739e-005
 3.779943e+000  1.984372e-004  2.476376e-005
 3.785551e+000  1.406559e-004  2.481296e-005
 3.791160e+000  1.895756e-004  2.481630e-005
 3.796768e+000  2.046150e-004  2.492187e-005
 3.802377e+000  2.157775e-004  2.494887e-005
 3.807985e+000  2.141380e-004  2.499701e-005
 3.813593e+000  1.500445e-004  2.506251e-005
 3.819201e+000  1.414229e-004  2.508322e-005
 3.824810e+000  1.346039e-004  2.516073e-005
 3.830418e+000  1.747500e-004  2.514739e-005
 3.836025e+000  2.159069e-004  2.525075e-005
 3.841633e+000  2.414673e-004  2.532685e-005
 3.847241e+000  1.670861e-004  2.532692e-005
 3.852849e+000  1.200996e-004  2.539217e-005
 3.858456e+000  6.662963e-005  2.537361e-005
 3.864064e+000  1.048419e-004  2.547658e-005
 3.869672e+000  2.121270e-004  2.554170e-005
 3.875279e+000  2.076644e-004  2.556928e-005
 3.880886e+000  1.354943e-004  2.562206e-005
 3.886494e+000  1.209442e-004  2.561056e-005
 3.892101e+000  1.268767e-004  2.570991e-005
 3.897708e+000  1.794740e-004  2.573825e-005
 3.903315e+000  2.007288e-004  2.579623e-005
 3.908922e+000  2.345165e-004  2.586823e-005
 3.914529e+000  2.733984e-004  2.589538e-005
 3.920136e+000  2.037446e-004  2.597702e-005
 3.925742e+000  2.080618e-004  2.597378e-005
 3.931349e+000  2.322982e-004  2.606755e-005
 3.936956e+000  2.560280e-004  2.613765e-005
 3.942562e+000  2.556109e-004  2.614801e-005
 3.948169e+000  2.216857e-004  2.621540e-005
 3.953775e+000  2.214297e-004  2.618600e-005
 3.959381e+000  1.458786e-004  2.624907e-005
 3.964987e+000  1.122203e-004  2.627030e-005
 3.970594e+000  1.419405e-004  2.631787e-005
 3.976200e+000  1.641226e-004  2.638765e-005
 3.981806e+000  1.598387e-004  2.640407e-005
 3.987412e+000  2.264032e-004  2.653168e-005
 3.993017e+000  2.308099e-004  2.653467e-005
 3.998623e+000  1.963951e-004  2.660511e-005
 4.004229e+000  1.952985e-004  2.664622e-005
 4.009834e+000  1.548606e-004  2.664120e-005
 4.015440e+000  1.487024e-004  2.672044e-005
 4.021045e+000  1.464164e-004  2.669617e-005
 4.026651e+000  1.390419e-004  2.679284e-005
 4.032256e+000  1.413748e-004  2.682647e-005
 4.037861e+000  1.410036e-004  2.685061e-005
 4.043466e+000  1.637870e-004  2.693287e-005
 4.049071e+000  1.006830e-004  2.692628e-005
 4.054676e+000  1.146237e-004  2.702372e-005
 4.060281e+000  1.701034e-004  2.702532e-005
 4.065886e+000  1.893110e-004  2.711316e-005
 4.071491e+000  2.038582e-004  2.716670e-005
 4.077096e+000  2.074957e-004  2.719224e-005
 4.082700e+000  2.057002e-004  2.729782e-005
 4.088305e+000  1.631942e-004  2.725659e-005
 4.093909e+000  1.674962e-004  2.734340e-005
 4.099514e+000  1.869649e-004  2.739424e-005
 4.105118e+000  2.246969e-004  2.743010e-005
 4.110722e+000  2.383292e-004  2.751128e-005
 4.116326e+000  2.431806e-004  2.749257e-005
 4.121930e+000  1.953696e-004  2.758894e-005
 4.127534e+000  2.154430e-004  2.762136e-005
 4.133138e+000  1.973726e-004  2.766925e-005
 4.138742e+000  2.150929e-004  2.772100e-005
 4.144346e+000  2.246115e-004  2.770297e-005
 4.149949e+000  2.406978e-004  2.781159e-005
 4.155553e+000  2.418279e-004  2.773732e-005
 4.161156e+000  2.538248e-004  2.778303e-005
 4.166760e+000  2.589754e-004  2.781601e-005
 4.172363e+000  2.627157e-004  2.779095e-005
 4.177966e+000  2.095533e-004  2.783652e-005
 4.183570e+000  1.539344e-004  2.767504e-005
 4.189173e+000  9.113649e-005  2.769237e-005
 4.194776e+000  1.214921e-004  2.771360e-005
 4.200379e+000  1.620554e-004  2.770265e-005
 4.205981e+000  1.961831e-004  2.776707e-005
 4.211584e+000  2.281244e-004  2.769901e-005
 4.217187e+000  2.442317e-004  2.778258e-005
 4.222790e+000  2.228205e-004  2.774786e-005
 4.228392e+000  1.845436e-004  2.778729e-005
 4.233994e+000  1.302000e-004  2.776004e-005
 4.239597e+000  1.178184e-004  2.773887e-005
 4.245199e+000  1.330659e-004  2.780835e-005
 4.250801e+000  1.881052e-004  2.777105e-005
 4.256403e+000  1.547337e-004  2.780638e-005
 4.262006e+000  2.021920e-004  2.782852e-005
 4.267607e+000  1.912420e-004  2.783351e-005
 4.273209e+000  1.743739e-004  2.788184e-005
 4.278811e+000  1.299631e-004  2.781704e-005
 4.284413e+000  9.905883e-005  2.788676e-005
 4.290015e+000  9.260252e-005  2.784498e-005
 4.295616e+000  1.116390e-004  2.785345e-005
 4.301218e+000  1.732924e-004  2.787933e-005
 4.306819e+000  2.340391e-004  2.785387e-005
 4.312420e+000  2.187317e-004  2.792748e-005
 4.318021e+000  2.267796e-004  2.787197e-005
 4.323623e+000  2.256884e-004  2.792669e-005
 4.329224e+000  2.544736e-004  2.793196e-005
 4.334825e+000  2.155763e-004  2.789535e-005
 4.340426e+000  1.563384e-004  2.792645e-005
 4.346026e+000  1.299278e-004  2.788629e-005
 4.351627e+000  1.542552e-004  2.795799e-005
 4.357228e+000  1.434132e-004  2.792715e-005
 4.362828e+000  8.360993e-005  2.792264e-005
 4.368429e+000  1.000006e-004  2.794956e-005
 4.374029e+000  1.088807e-004  2.790954e-005
 4.379629e+000  7.494243e-005  2.800802e-005
 4.385230e+000  1.312734e-004  2.796757e-005
 4.390830e+000  1.607775e-004  2.803850e-005
 4.396430e+000  1.464253e-004  2.801216e-005
 4.402030e+000  1.930779e-004  2.799752e-005
 4.407630e+000  1.990153e-004  2.806010e-005
 4.413230e+000  2.676194e-004  2.799274e-005
 4.418829e+000  2.641266e-004  2.808504e-005
 4.424429e+000  1.797686e-004  2.803954e-005
 4.430028e+000  1.168138e-004  2.801655e-005
 4.435628e+000  1.583292e-004  2.807847e-005
 4.441227e+000  1.604585e-004  2.802748e-005
 4.446827e+000  1.967618e-004  2.811628e-005
 4.452426e+000  1.981939e-004  2.808004e-005
 4.458025e+000  1.964393e-004  2.810158e-005
 4.463624e+000  1.712999e-004  2.813199e-005
 4.469223e+000  1.466840e-004  2.804892e-005
 4.474822e+000  1.653405e-004  2.811876e-005
 4.480421e+000  1.363792e-004  2.804987e-005
 4.486019e+000  9.322263e-005  2.812735e-005
 4.491618e+000  1.200646e-004  2.810677e-005
 4.497216e+000  1.360483e-004  2.810941e-005
 4.502815e+000  1.510356e-004  2.816619e-005
 4.508413e+000  1.374584e-004  2.811742e-005
 4.514011e+000  1.197822e-004  2.814992e-005
 4.519610e+000  1.966291e-004  2.811905e-005
 4.525208e+000  2.072645e-004  2.817945e-005
 4.530806e+000  1.778816e-004  2.819542e-005
 4.536404e+000  2.001433e-004  2.815947e-005
 4.542001e+000  1.251950e-004  2.819798e-005
 4.547599e+000  1.403581e-004  2.814646e-005
 4.553197e+000  1.795580e-004  2.822258e-005
 4.558794e+000  1.877476e-004  2.820755e-005
 4.564392e+000  1.292021e-004  2.814111e-005
 4.569989e+000  1.549429e-004  2.821804e-005
 4.575587e+000  1.576479e-004  2.815407e-005
 4.581184e+000  1.371635e-004  2.822825e-005
 4.586781e+000  1.686485e-004  2.821780e-005
 4.592378e+000  2.121723e-004  2.824928e-005
 4.597975e+000  2.091086e-004  2.827591e-005
 4.603572e+000  1.906584e-004  2.821214e-005
 4.609169e+000  1.515253e-004  2.825986e-005
 4.614765e+000  1.500554e-004  2.821266e-005
 4.620362e+000  1.318644e-004  2.823185e-005
 4.625959e+000  1.601301e-004  2.826841e-005
 4.631555e+000  1.099040e-004  2.822743e-005
 4.637151e+000  1.009768e-004  2.827091e-005
 4.642748e+000  2.071955e-004  2.824223e-005
 4.648344e+000  2.342052e-004  2.831784e-005
 4.653940e+000  2.126351e-004  2.832015e-005
 4.659536e+000  2.448213e-004  2.832679e-005
 4.665132e+000  1.824251e-004  2.833951e-005
 4.670728e+000  1.585584e-004  2.827259e-005
 4.676323e+000  1.511332e-004  2.836728e-005
 4.681919e+000  1.723498e-004  2.833398e-005
 4.687514e+000  1.681030e-004  2.836081e-005
 4.693110e+000  1.441828e-004  2.836856e-005
 4.698705e+000  1.073057e-004  2.834954e-005
 4.704301e+000  1.265356e-004  2.840308e-005
 4.709896e+000  1.657998e-004  2.831820e-005
 4.715491e+000  1.606487e-004  2.836988e-005
 4.721086e+000  2.239105e-004  2.836523e-005
 4.726681e+000  2.513385e-004  2.839057e-005
 4.732276e+000  2.557632e-004  2.844920e-005
 4.737870e+000  2.354263e-004  2.834931e-005
 4.743465e+000  2.124985e-004  2.844140e-005
 4.749060e+000  2.133440e-004  2.841443e-005
 4.754654e+000  1.337811e-004  2.838874e-005
 4.760248e+000  1.289608e-004  2.841404e-005
 4.765843e+000  9.533076e-005  2.836271e-005
 4.771437e+000  2.056552e-004  2.848859e-005
 4.777031e+000  2.054224e-004  2.840351e-005
 4.782625e+000  1.689031e-004  2.845726e-005
 4.788219e+000  1.633919e-004  2.844786e-005
 4.793813e+000  1.286664e-004  2.841637e-005
 4.799406e+000  8.466802e-005  2.848500e-005
 4.805000e+000  1.464275e-004  2.840623e-005
 4.810594e+000  2.181159e-004  2.848413e-005
 4.816187e+000  2.102911e-004  2.846792e-005
 4.821780e+000  2.156979e-004  2.844929e-005
 4.827374e+000  1.775363e-004  2.850317e-005
 4.832967e+000  1.308837e-004  2.842160e-005
 4.838560e+000  1.629538e-004  2.852791e-005
 4.844153e+000  2.285577e-004  2.848931e-005
 4.849746e+000  2.359919e-004  2.855706e-005
 4.855339e+000  2.074802e-004  2.855072e-005
 4.860931e+000  1.509226e-004  2.850263e-005
 4.866524e+000  1.408049e-004  2.856786e-005
 4.872117e+000  1.179042e-004  2.847590e-005
 4.877709e+000  1.656797e-004  2.854623e-005
 4.883301e+000  1.700191e-004  2.852977e-005
 4.888894e+000  2.094269e-004  2.853703e-005
 4.894486e+000  1.814096e-004  2.858488e-005
 4.900078e+000  1.720098e-004  2.850491e-005
 4.905670e+000  1.276710e-004  2.857462e-005
 4.911262e+000  1.169791e-004  2.855482e-005
 4.916854e+000  6.491102e-005  2.870609e-005
 4.922445e+000  9.042596e-005  2.891443e-005
 4.928037e+000  1.529949e-004  3.007917e-005
 4.933628e+000  1.770119e-004  3.136732e-005
 4.939220e+000  1.800834e-004  3.202928e-005
 4.944811e+000  1.640378e-004  3.280181e-005
 4.950402e+000  2.361058e-004  3.342501e-005
 4.955993e+000  2.528500e-004  3.394255e-005
 4.961584e+000  2.157500e-004  3.442601e-005
 4.967175e+000  2.061512e-004  3.437802e-005
 4.972766e+000  2.157232e-004  3.471618e-005
 4.978357e+000  2.154784e-004  3.493223e-005
 4.983948e+000  1.683260e-004  3.515338e-005
 4.989538e+000  1.867210e-004  3.548209e-005
 4.995129e+000  1.380101e-004  3.552529e-005
 5.000719e+000  5.181772e-005  3.588564e-005
 5.006309e+000  1.591478e-004  3.600002e-005
 5.011899e+000  1.632150e-004  3.630153e-005
 5.017490e+000  1.323412e-004  3.650026e-005
 5.023080e+000  1.057376e-004  3.665673e-005
 5.028669e+000  1.000815e-004  3.702125e-005
 5.034259e+000  1.324727e-004  3.704321e-005
 5.039849e+000  1.180531e-004  3.743958e-005
 5.045439e+000  2.231627e-004  3.762716e-005
 5.051028e+000  2.792848e-004  3.782115e-005
 5.056617e+000  1.651783e-004  3.804843e-005
 5.062207e+000  1.618596e-004  3.809961e-005
 5.067796e+000  2.425431e-004  3.848082e-005
 5.073385e+000  2.255682e-004  3.857597e-005
 5.078974e+000  1.723129e-004  3.878842e-005
 5.084563e+000  1.770334e-004  3.908978e-005
 5.090152e+000  2.524926e-004  3.923319e-005
 5.095741e+000  2.283782e-004  3.950666e-005
 5.101329e+000  2.765497e-004  3.954212e-005
 5.106918e+000  2.761742e-004  3.967892e-005
 5.112506e+000  2.108227e-004  3.987361e-005
 5.118095e+000  2.514024e-004  3.998922e-005
 5.123683e+000  2.830964e-004  4.031345e-005
 5.129271e+000  2.522548e-004  4.039224e-005
 5.134859e+000  2.393588e-004  4.066937e-005
 5.140447e+000  2.972694e-004  4.092254e-005
 5.146035e+000  2.565879e-004  4.105872e-005
 5.151623e+000  1.301251e-004  4.127096e-005
 5.157210e+000  1.438864e-004  4.141103e-005
 5.162798e+000  1.269576e-004  4.168103e-005
 5.168385e+000  1.720281e-004  4.189085e-005
 5.173973e+000  1.316023e-004  4.207268e-005
 5.179560e+000  1.874243e-004  4.237608e-005
 5.185147e+000  2.714587e-004  4.253197e-005
 5.190734e+000  2.750849e-004  4.282552e-005
 5.196321e+000  2.307015e-004  4.302300e-005
 5.201908e+000  2.082772e-004  4.312120e-005
 5.207495e+000  2.973057e-004  4.345285e-005
 5.213081e+000  2.274335e-004  4.360432e-005
 5.218668e+000  2.095335e-004  4.378169e-005
 5.224254e+000  2.228492e-004  4.408248e-005
 5.229841e+000  2.736463e-004  4.434106e-005
 5.235427e+000  1.442798e-004  4.451156e-005
 5.241013e+000  1.906389e-004  4.470056e-005
 5.246599e+000  2.295617e-004  4.491292e-005
 5.252185e+000  1.293358e-004  4.519066e-005
 5.257771e+000  2.574941e-004  4.540631e-005
 5.263357e+000  2.267578e-004  4.561866e-005
 5.268943e+000  1.766077e-004  4.594754e-005
 5.274528e+000  1.793885e-004  4.618107e-005
 5.280114e+000  9.933710e-005  4.644927e-005
 5.285699e+000  1.088910e-004  4.666751e-005
 5.291284e+000  1.404907e-004  4.680851e-005
 5.296870e+000  2.128379e-004  4.717634e-005
 5.302455e+000  1.483683e-004  4.730160e-005
 5.308040e+000  1.013219e-004  4.762919e-005
 5.313624e+000  2.421329e-004  4.793281e-005
 5.319209e+000  3.012886e-004  4.811584e-005
 5.324794e+000  3.087122e-004  4.846011e-005
 5.330378e+000  2.158856e-004  4.863363e-005
 5.335963e+000  1.927888e-004  4.855432e-005
 5.341547e+000  1.758001e-004  4.859916e-005
 5.347132e+000  1.333556e-004  4.857283e-005
 5.352716e+000  7.509740e-005  4.865384e-005
 5.358300e+000  9.270512e-005  4.860970e-005
 5.363884e+000  1.785270e-004  4.851320e-005
 5.369468e+000  2.078826e-004  4.856702e-005
 5.375051e+000  2.237590e-004  4.857767e-005
 5.380635e+000  2.580454e-004  4.862929e-005
 5.386218e+000  2.092605e-004  4.855322e-005
 5.391802e+000  1.768227e-004  4.858916e-005
 5.397385e+000  2.647988e-004  4.868879e-005
 5.402968e+000  2.878554e-004  4.875518e-005
 5.408552e+000  3.771128e-004  4.877417e-005
 5.414135e+000  3.159165e-004  4.877318e-005
 5.419718e+000  2.994561e-004  4.902588e-005
 5.425300e+000  1.614872e-004  4.922734e-005
 5.430883e+000  9.346789e-005  4.932687e-005
 5.436466e+000  1.018158e-004  4.965252e-005
 5.442048e+000  2.181843e-004  4.998277e-005
 5.447631e+000  2.393327e-004  5.025957e-005
 5.453213e+000  2.424448e-004  5.047951e-005
 5.458795e+000  1.119672e-004  5.057762e-005
 5.464377e+000  1.539913e-004  5.089935e-005
 5.469959e+000  2.523623e-004  5.130511e-005
 5.475541e+000  1.935536e-004  5.148410e-005
 5.481123e+000  1.107052e-004  5.167396e-005
 5.486705e+000  2.189009e-004  5.206903e-005
 5.492286e+000  2.306774e-004  5.231491e-005
 5.497868e+000  2.359194e-004  5.259332e-005
 5.503449e+000  2.288117e-004  5.285080e-005
 5.509030e+000  2.217111e-004  5.320169e-005
 5.514611e+000  2.461322e-004  5.351268e-005
 5.520193e+000  2.178243e-004  5.390406e-005
 5.525773e+000  2.896570e-004  5.425435e-005
 5.531354e+000  2.781435e-004  5.442458e-005
 5.536935e+000  2.019036e-004  5.465315e-005
 5.542516e+000  2.217988e-004  5.495991e-005
 5.548096e+000  2.424597e-004  5.529485e-005
 5.553677e+000  2.602931e-004  5.579236e-005
 5.559257e+000  2.841626e-004  5.615394e-005
 5.564837e+000  2.324529e-004  5.639814e-005
 5.570417e+000  2.371088e-004  5.674498e-005
 5.575997e+000  2.474388e-004  5.702656e-005
 5.581577e+000  2.857053e-004  5.742394e-005
 5.587157e+000  2.507218e-004  5.777317e-005
 5.592737e+000  1.800827e-004  5.814304e-005
 5.598316e+000  1.626784e-004  5.844536e-005
 5.603896e+000  1.656059e-004  5.882100e-005
 5.609475e+000  2.361837e-004  5.928187e-005
 5.615054e+000  2.339028e-004  5.957032e-005
 5.620633e+000  2.743578e-004  5.994799e-005
 5.626213e+000  2.820653e-004  6.041955e-005
 5.631791e+000  3.265196e-004  6.080913e-005
 5.637370e+000  2.649661e-004  6.124519e-005
 5.642949e+000  2.348710e-004  6.155346e-005
 5.648528e+000  2.922402e-004  6.211445e-005
 5.654106e+000  2.788214e-004  6.262205e-005
 5.659685e+000  3.090281e-004  6.291626e-005
 5.665263e+000  2.139154e-004  6.339251e-005
 5.670841e+000  3.860316e-005  6.368177e-005
 5.676419e+000  1.679764e-004  6.424525e-005
 5.681997e+000  2.970137e-004  6.494568e-005
 5.687575e+000  3.010704e-004  6.533292e-005
 5.693153e+000  2.408966e-004  6.576567e-005
 5.698730e+000  2.032809e-004  6.625944e-005
 5.704308e+000  2.615191e-004  6.718131e-005
 5.709885e+000  2.448401e-004  6.780470e-005
 5.715463e+000  1.178762e-004  6.828415e-005
 5.721040e+000  3.049557e-005  6.891419e-005
 5.726617e+000  4.047202e-004  6.957671e-005
 5.732194e+000  4.707022e-004  7.017438e-005
 5.737771e+000  2.351305e-004  7.073964e-005
 5.743348e+000  1.979555e-004  7.127014e-005
 5.748924e+000  3.243512e-004  7.203321e-005
 5.754501e+000  4.582456e-004  7.281414e-005
 5.760077e+000  2.852610e-004  7.328349e-005
 5.765654e+000  2.604880e-004  7.389573e-005
 5.771230e+000  3.055979e-004  7.441123e-005
 5.776806e+000  1.753724e-004  7.532535e-005
 5.782382e+000  1.311468e-004  7.608297e-005
 5.787958e+000  1.839508e-004  7.688792e-005
 5.793534e+000  2.131128e-004  7.778149e-005
 5.799109e+000  1.846106e-004  7.839589e-005
 5.804685e+000  1.961206e-004  7.918820e-005
 5.810260e+000  1.876130e-004  7.988738e-005
 5.815836e+000  1.685662e-004  8.072024e-005
 5.821411e+000  6.926961e-005  8.172105e-005
 5.826986e+000 -2.238929e-005  8.229759e-005
 5.832561e+000  1.587185e-004  8.349483e-005
 5.838136e+000  3.053567e-004  8.466507e-005
 5.843711e+000  3.029837e-004  8.572522e-005
 5.849285e+000  2.684915e-004  8.689063e-005
 5.854860e+000  2.675134e-004  8.777920e-005
 5.860434e+000  1.879056e-004  8.907664e-005
 5.866009e+000  2.130720e-004  9.024387e-005
 5.871583e+000  2.850877e-004  9.121273e-005
 5.877157e+000  2.225840e-004  9.280172e-005
 5.882731e+000  9.020798e-005  9.392216e-005
 5.888305e+000  7.149278e-005  9.536307e-005
 5.893879e+000  3.341575e-004  9.678365e-005
 5.899453e+000  6.203777e-004  9.840050e-005
 5.905026e+000  3.758634e-004  1.000617e-004
 5.910600e+000  3.553452e-004  1.016647e-004
 5.916173e+000  5.418160e-004  1.036552e-004
 5.921746e+000  4.430133e-004  1.054447e-004
 5.927319e+000  3.147642e-004  1.069681e-004
 5.932892e+000  4.044680e-004  1.092060e-004
 5.938465e+000  5.272672e-004  1.116233e-004
 5.944038e+000  5.446248e-004  1.138685e-004
 5.949611e+000  5.182949e-004  1.165762e-004
 5.955183e+000  3.900574e-004  1.183866e-004
 5.960756e+000  4.450885e-004  1.210608e-004
 5.966328e+000  5.910080e-004  1.242410e-004
 5.971900e+000  4.910537e-004  1.273370e-004
 5.977472e+000  3.401198e-004  1.308384e-004
 5.983044e+000  1.326401e-004  1.339437e-004
 5.988616e+000  2.378437e-004  1.381460e-004
 5.994188e+000  3.237589e-004  1.426414e-004
 5.999760e+000  5.698505e-004  1.470136e-004
 6.005331e+000  4.922461e-004  1.522777e-004
 6.010902e+000  2.231410e-004  1.575648e-004
 6.016474e+000  3.274684e-004  1.643301e-004
 6.022045e+000  3.600764e-004  1.710092e-004
 6.027616e+000  2.084194e-004  1.795219e-004
 6.033187e+000  4.535374e-005  1.890528e-004
 6.038758e+000  2.315114e-004  2.008803e-004
 6.044329e+000  3.516518e-004  2.162945e-004
 6.049899e+000  7.759515e-004  2.343103e-004
 6.055470e+000  1.087275e-003  2.591322e-004
 6.061040e+000  8.877937e-004  2.885517e-004
 6.066610e+000  5.224764e-005  3.276628e-004
 6.072181e+000 -3.864216e-004  4.008328e-004
 6.077751e+000 -8.958479e-004  5.552195e-004
 6.083321e+000 -3.046644e-004  7.386602e-004
range-from: 1
range-to: 1074
