
Sample:   c= 0 mg/ml  Code: 
 2.671310e+000  2.747325e-001  2.794125e-002
 2.676050e+000  2.925525e-001  2.793605e-002
 2.680790e+000  2.923155e-001  2.790220e-002
 2.685530e+000  2.952620e-001  2.787340e-002
 2.690270e+000  2.947855e-001  2.785165e-002
 2.695010e+000  2.983360e-001  2.783705e-002
 2.699750e+000  2.838970e-001  2.778130e-002
 2.704490e+000  2.912585e-001  2.774875e-002
 2.709230e+000  3.075160e-001  2.772360e-002
 2.713970e+000  3.224465e-001  2.779800e-002
 2.718700e+000  3.004425e-001  2.769190e-002
 2.723440e+000  2.894695e-001  2.766420e-002
 2.728180e+000  2.959680e-001  2.764820e-002
 2.732920e+000  3.130395e-001  2.762720e-002
 2.737660e+000  3.051420e-001  2.758335e-002
 2.742400e+000  2.864415e-001  2.755120e-002
 2.747140e+000  2.959955e-001  2.754125e-002
 2.751880e+000  3.073380e-001  2.753050e-002
 2.756620e+000  3.013720e-001  2.750960e-002
 2.761360e+000  2.780580e-001  2.744455e-002
 2.766100e+000  2.707740e-001  2.747720e-002
 2.770830e+000  2.825930e-001  2.737900e-002
 2.775570e+000  2.827095e-001  2.736755e-002
 2.780310e+000  2.829860e-001  2.736785e-002
 2.785050e+000  2.981885e-001  2.735250e-002
 2.789790e+000  3.114325e-001  2.732100e-002
 2.794530e+000  3.255935e-001  2.729615e-002
 2.799270e+000  3.051060e-001  2.725855e-002
 2.804010e+000  2.985030e-001  2.724850e-002
 2.808750e+000  2.804285e-001  2.720580e-002
 2.813490e+000  2.793860e-001  2.715505e-002
 2.818230e+000  2.836395e-001  2.721800e-002
 2.822960e+000  2.933630e-001  2.714025e-002
 2.827700e+000  2.986995e-001  2.714250e-002
 2.832440e+000  3.079255e-001  2.714025e-002
 2.837180e+000  2.995100e-001  2.711445e-002
 2.841920e+000  2.731640e-001  2.707245e-002
 2.846660e+000  2.765270e-001  2.706125e-002
 2.851400e+000  2.897800e-001  2.717660e-002
 2.856140e+000  2.714800e-001  2.754560e-002
 2.860880e+000  2.471625e-001  2.803755e-002
 2.865620e+000  2.510120e-001  2.842340e-002
 2.870360e+000  2.662075e-001  2.880030e-002
 2.875090e+000  2.872590e-001  2.894350e-002
 2.879830e+000  2.950175e-001  2.909895e-002
 2.884570e+000  2.931565e-001  2.920320e-002
 2.889310e+000  3.056900e-001  2.930640e-002
 2.894050e+000  2.886705e-001  2.937445e-002
 2.898790e+000  2.910030e-001  2.943095e-002
 2.903530e+000  2.904830e-001  2.949285e-002
 2.908270e+000  2.831285e-001  2.955915e-002
 2.913010e+000  2.869950e-001  2.960745e-002
 2.917750e+000  2.838755e-001  2.945685e-002
 2.922490e+000  2.659095e-001  2.900225e-002
 2.927220e+000  2.513005e-001  2.839980e-002
 2.931960e+000  2.692495e-001  2.805320e-002
 2.936700e+000  2.948220e-001  2.780205e-002
 2.941440e+000  3.190580e-001  2.763990e-002
 2.946180e+000  2.875620e-001  2.752800e-002
 2.950920e+000  2.633180e-001  2.744520e-002
 2.955660e+000  2.731420e-001  2.737400e-002
 2.960400e+000  2.790085e-001  2.732340e-002
 2.965140e+000  2.689195e-001  2.726815e-002
 2.969880e+000  2.679105e-001  2.719335e-002
 2.974620e+000  2.763710e-001  2.722515e-002
 2.979350e+000  2.633080e-001  2.709410e-002
 2.984090e+000  2.554450e-001  2.706615e-002
 2.988830e+000  2.498285e-001  2.701940e-002
 2.993570e+000  2.480190e-001  2.696535e-002
 2.998310e+000  2.546865e-001  2.692675e-002
 3.003050e+000  2.727805e-001  2.691920e-002
 3.007790e+000  2.819770e-001  2.690855e-002
 3.012530e+000  2.884405e-001  2.688005e-002
 3.017270e+000  2.768170e-001  2.682995e-002
 3.022010e+000  2.707500e-001  2.676225e-002
 3.026750e+000  2.673835e-001  2.680690e-002
 3.031480e+000  2.767025e-001  2.671970e-002
 3.036220e+000  2.811320e-001  2.670070e-002
 3.040960e+000  2.759030e-001  2.666270e-002
 3.045700e+000  2.890095e-001  2.663860e-002
 3.050440e+000  2.818730e-001  2.662440e-002
 3.055180e+000  3.030540e-001  2.658275e-002
 3.059920e+000  3.069145e-001  2.655265e-002
 3.064660e+000  2.852370e-001  2.650890e-002
 3.069400e+000  2.676200e-001  2.646480e-002
 3.074140e+000  2.777570e-001  2.643835e-002
 3.078880e+000  2.791595e-001  2.649780e-002
 3.083610e+000  2.833535e-001  2.640575e-002
 3.088350e+000  2.895155e-001  2.639740e-002
 3.093090e+000  2.895210e-001  2.636990e-002
 3.097830e+000  2.836365e-001  2.633945e-002
 3.102570e+000  2.824420e-001  2.633510e-002
 3.107310e+000  2.688125e-001  2.629405e-002
 3.112050e+000  2.680475e-001  2.624790e-002
 3.116790e+000  2.871865e-001  2.623510e-002
 3.121530e+000  2.920825e-001  2.621575e-002
 3.126270e+000  2.822885e-001  2.618135e-002
 3.131010e+000  2.753410e-001  2.613690e-002
 3.135750e+000  2.861055e-001  2.619220e-002
 3.140480e+000  3.020255e-001  2.610310e-002
 3.145220e+000  2.857135e-001  2.607560e-002
 3.149960e+000  2.606855e-001  2.604095e-002
 3.154700e+000  2.663505e-001  2.601820e-002
 3.159440e+000  2.500890e-001  2.599590e-002
 3.164180e+000  2.580375e-001  2.597720e-002
 3.168920e+000  2.655320e-001  2.596435e-002
 3.173660e+000  2.628160e-001  2.593025e-002
 3.178400e+000  2.564060e-001  2.590725e-002
 3.183140e+000  2.533540e-001  2.586405e-002
 3.187880e+000  2.619755e-001  2.590030e-002
 3.192610e+000  2.576990e-001  2.580020e-002
 3.197350e+000  2.704795e-001  2.580500e-002
 3.202090e+000  2.558735e-001  2.576675e-002
 3.206830e+000  2.462890e-001  2.573200e-002
 3.211570e+000  2.465940e-001  2.571815e-002
 3.216310e+000  2.728645e-001  2.572555e-002
 3.221050e+000  2.718520e-001  2.569585e-002
 3.225790e+000  2.608145e-001  2.565470e-002
 3.230530e+000  2.675785e-001  2.562140e-002
 3.235270e+000  2.861420e-001  2.556620e-002
 3.240010e+000  2.749410e-001  2.560380e-002
 3.244740e+000  2.496115e-001  2.551510e-002
 3.249480e+000  2.481065e-001  2.550380e-002
 3.254220e+000  2.602225e-001  2.548355e-002
 3.258960e+000  2.527745e-001  2.546490e-002
 3.263700e+000  2.487140e-001  2.545165e-002
 3.268440e+000  2.569420e-001  2.543955e-002
 3.273180e+000  2.615090e-001  2.541470e-002
 3.277920e+000  2.464985e-001  2.537195e-002
 3.282660e+000  2.568045e-001  2.534865e-002
 3.287400e+000  2.683705e-001  2.535750e-002
 3.292140e+000  2.627035e-001  2.535640e-002
 3.296880e+000  2.593780e-001  2.541330e-002
 3.301610e+000  2.570915e-001  2.532485e-002
 3.306350e+000  2.734950e-001  2.533950e-002
 3.311090e+000  2.801800e-001  2.532740e-002
 3.315830e+000  2.592675e-001  2.527820e-002
 3.320570e+000  2.549685e-001  2.526435e-002
 3.325310e+000  2.687915e-001  2.523900e-002
 3.330050e+000  2.626610e-001  2.521380e-002
 3.334790e+000  2.497880e-001  2.519460e-002
 3.339530e+000  2.704410e-001  2.519355e-002
 3.344270e+000  2.873925e-001  2.517125e-002
 3.349010e+000  2.883660e-001  2.522025e-002
 3.353740e+000  2.656060e-001  2.511780e-002
 3.358480e+000  2.660455e-001  2.511125e-002
 3.363220e+000  2.647000e-001  2.508875e-002
 3.367960e+000  2.708465e-001  2.508160e-002
 3.372700e+000  2.785390e-001  2.506860e-002
 3.377440e+000  2.649395e-001  2.511780e-002
 3.382180e+000  2.710490e-001  2.536365e-002
 3.386920e+000  2.743015e-001  2.582155e-002
 3.391660e+000  2.727755e-001  2.618720e-002
 3.396400e+000  2.817440e-001  2.640670e-002
 3.401140e+000  2.872450e-001  2.661980e-002
 3.405870e+000  2.798610e-001  2.663435e-002
 3.410610e+000  2.485150e-001  2.667080e-002
 3.415350e+000  2.232285e-001  2.666470e-002
 3.420090e+000  2.056485e-001  2.666070e-002
 3.424830e+000  2.172620e-001  2.670915e-002
 3.429570e+000  2.283740e-001  2.677750e-002
 3.434310e+000  2.434905e-001  2.684280e-002
 3.439050e+000  2.637820e-001  2.690470e-002
 3.443790e+000  2.716250e-001  2.695180e-002
 3.448530e+000  2.663985e-001  2.697495e-002
 3.453270e+000  2.799790e-001  2.710220e-002
 3.458000e+000  2.648340e-001  2.707375e-002
 3.462740e+000  2.739095e-001  2.711730e-002
 3.467480e+000  2.575330e-001  2.715115e-002
 3.472220e+000  2.366745e-001  2.718865e-002
 3.476960e+000  2.447155e-001  2.722425e-002
 3.481700e+000  2.515450e-001  2.728225e-002
 3.486440e+000  2.594740e-001  2.732260e-002
 3.491180e+000  2.556070e-001  2.734525e-002
 3.495920e+000  2.350065e-001  2.736405e-002
 3.500660e+000  2.308720e-001  2.737355e-002
 3.505400e+000  2.218905e-001  2.746415e-002
 3.510130e+000  2.250605e-001  2.744285e-002
 3.514870e+000  2.276390e-001  2.747490e-002
 3.519610e+000  2.316170e-001  2.750230e-002
 3.524350e+000  2.558510e-001  2.754920e-002
 3.529090e+000  2.801040e-001  2.758655e-002
 3.533830e+000  2.600415e-001  2.761655e-002
 3.538570e+000  2.371705e-001  2.762900e-002
 3.543310e+000  2.447195e-001  2.767780e-002
 3.548050e+000  2.502845e-001  2.769130e-002
 3.552790e+000  2.518005e-001  2.768615e-002
 3.557530e+000  2.502285e-001  2.777900e-002
 3.562260e+000  2.393690e-001  2.772490e-002
 3.567000e+000  2.450950e-001  2.778485e-002
 3.571740e+000  2.314810e-001  2.780920e-002
 3.576480e+000  2.126590e-001  2.781505e-002
 3.581220e+000  2.261485e-001  2.784610e-002
 3.585960e+000  2.235950e-001  2.787660e-002
 3.590700e+000  2.289660e-001  2.791355e-002
 3.595440e+000  2.198270e-001  2.791385e-002
 3.600180e+000  2.355235e-001  2.792030e-002
 3.604920e+000  2.454140e-001  2.791395e-002
 3.609660e+000  2.580530e-001  2.799115e-002
 3.614390e+000  2.550230e-001  2.788250e-002
 3.619130e+000  2.350380e-001  2.784500e-002
 3.623870e+000  2.033370e-001  2.781635e-002
 3.628610e+000  2.020105e-001  2.783350e-002
 3.633350e+000  2.106310e-001  2.784505e-002
 3.638090e+000  2.244820e-001  2.787325e-002
 3.642830e+000  2.275550e-001  2.789705e-002
 3.647570e+000  2.406000e-001  2.794305e-002
 3.652310e+000  2.529480e-001  2.802245e-002
 3.657050e+000  2.548845e-001  2.827220e-002
 3.661790e+000  2.270955e-001  2.904020e-002
 3.666520e+000  2.400095e-001  2.963300e-002
 3.671260e+000  2.417240e-001  3.009445e-002
 3.676000e+000  2.308865e-001  3.045275e-002
 3.680740e+000  2.376395e-001  3.072955e-002
 3.685480e+000  2.427280e-001  3.091820e-002
 3.690220e+000  2.371795e-001  3.108605e-002
 3.694960e+000  2.463730e-001  3.126795e-002
 3.699700e+000  2.544430e-001  3.147110e-002
 3.704440e+000  2.387335e-001  3.162515e-002
 3.709180e+000  2.088960e-001  3.173200e-002
 3.713920e+000  2.154350e-001  3.197065e-002
 3.718650e+000  2.153465e-001  3.203005e-002
 3.723390e+000  2.154355e-001  3.218775e-002
 3.728130e+000  2.324285e-001  3.235390e-002
 3.732870e+000  2.057125e-001  3.248815e-002
 3.737610e+000  2.182790e-001  3.264495e-002
 3.742350e+000  2.658040e-001  3.283275e-002
 3.747090e+000  2.862500e-001  3.299205e-002
 3.751830e+000  2.894935e-001  3.314375e-002
 3.756570e+000  2.660215e-001  3.322805e-002
 3.761310e+000  2.400635e-001  3.330910e-002
 3.766050e+000  2.043845e-001  3.351595e-002
 3.770780e+000  2.010015e-001  3.354040e-002
 3.775520e+000  2.163205e-001  3.371960e-002
 3.780260e+000  2.285785e-001  3.390115e-002
 3.785000e+000  2.303290e-001  3.400845e-002
 3.789740e+000  2.107955e-001  3.412090e-002
 3.794480e+000  2.142145e-001  3.423125e-002
 3.799220e+000  2.319720e-001  3.436995e-002
 3.803960e+000  2.351080e-001  3.452310e-002
 3.808700e+000  2.101560e-001  3.462025e-002
 3.813440e+000  2.032355e-001  3.471850e-002
 3.818180e+000  2.250125e-001  3.495270e-002
 3.822910e+000  2.540900e-001  3.499325e-002
 3.827650e+000  2.629980e-001  3.513215e-002
 3.832390e+000  2.395015e-001  3.526010e-002
 3.837130e+000  2.139780e-001  3.538285e-002
 3.841870e+000  2.164865e-001  3.551080e-002
 3.846610e+000  2.455735e-001  3.564995e-002
 3.851350e+000  2.449110e-001  3.577455e-002
 3.856090e+000  2.330665e-001  3.591090e-002
 3.860830e+000  2.206890e-001  3.603245e-002
 3.865570e+000  2.301810e-001  3.611270e-002
 3.870310e+000  2.329555e-001  3.633395e-002
 3.875040e+000  2.143255e-001  3.636750e-002
 3.879780e+000  2.302990e-001  3.654125e-002
 3.884520e+000  2.439020e-001  3.666480e-002
 3.889260e+000  2.463880e-001  3.676310e-002
 3.894000e+000  2.548775e-001  3.687765e-002
 3.898740e+000  2.337350e-001  3.700080e-002
 3.903480e+000  2.648680e-001  3.719840e-002
 3.908220e+000  2.793650e-001  3.734050e-002
 3.912960e+000  2.951260e-001  3.750675e-002
 3.917700e+000  2.679775e-001  3.756170e-002
 3.922440e+000  2.437780e-001  3.776295e-002
 3.927170e+000  2.055020e-001  3.776490e-002
 3.931910e+000  1.881230e-001  3.788810e-002
 3.936650e+000  1.866525e-001  3.804070e-002
 3.941390e+000  1.882275e-001  3.818855e-002
 3.946130e+000  1.964490e-001  3.831735e-002
 3.950870e+000  2.215510e-001  3.843800e-002
 3.955610e+000  2.267920e-001  3.847090e-002
 3.960350e+000  2.493800e-001  3.846100e-002
 3.965090e+000  2.514410e-001  3.845445e-002
 3.969830e+000  2.322435e-001  3.841330e-002
 3.974570e+000  2.121600e-001  3.848950e-002
 3.979300e+000  1.728090e-001  3.842035e-002
 3.984040e+000  1.875815e-001  3.851625e-002
 3.988780e+000  2.102215e-001  3.863905e-002
 3.993520e+000  1.920140e-001  3.879230e-002
 3.998260e+000  1.460815e-001  3.887365e-002
 4.003000e+000  1.746745e-001  3.899490e-002
 4.007740e+000  2.133740e-001  3.917085e-002
 4.012480e+000  2.212825e-001  3.928975e-002
 4.017220e+000  2.177740e-001  3.936090e-002
 4.021960e+000  2.014075e-001  3.941110e-002
 4.026700e+000  2.026555e-001  3.968165e-002
 4.031430e+000  1.906980e-001  3.974200e-002
 4.036170e+000  1.906370e-001  3.989550e-002
 4.040910e+000  2.013165e-001  4.007665e-002
 4.045650e+000  2.157940e-001  4.027295e-002
 4.050390e+000  2.386920e-001  4.045480e-002
 4.055130e+000  2.546950e-001  4.055125e-002
 4.059870e+000  2.635235e-001  4.064295e-002
 4.064610e+000  2.273355e-001  4.081155e-002
 4.069350e+000  2.055805e-001  4.098115e-002
 4.074090e+000  2.231695e-001  4.109745e-002
 4.078830e+000  2.315670e-001  4.131755e-002
 4.083560e+000  1.915765e-001  4.132625e-002
 4.088300e+000  1.877225e-001  4.146460e-002
 4.093040e+000  2.040165e-001  4.161465e-002
 4.097780e+000  2.239560e-001  4.179840e-002
 4.102520e+000  2.275200e-001  4.196450e-002
 4.107260e+000  1.906820e-001  4.210985e-002
 4.112000e+000  2.050590e-001  4.225575e-002
 4.116740e+000  2.162975e-001  4.238585e-002
 4.121480e+000  2.216515e-001  4.251995e-002
 4.126220e+000  2.270810e-001  4.266750e-002
 4.130960e+000  2.219100e-001  4.295025e-002
 4.135690e+000  2.189275e-001  4.297115e-002
 4.140430e+000  2.099595e-001  4.311835e-002
 4.145170e+000  2.190885e-001  4.329770e-002
 4.149910e+000  2.244375e-001  4.347605e-002
 4.154650e+000  2.372890e-001  4.365255e-002
 4.159390e+000  2.281975e-001  4.378595e-002
 4.164130e+000  2.118680e-001  4.392625e-002
 4.168870e+000  1.989420e-001  4.407370e-002
 4.173610e+000  2.110425e-001  4.426120e-002
 4.178350e+000  2.486670e-001  4.441575e-002
 4.183090e+000  2.478225e-001  4.470820e-002
 4.187820e+000  2.180930e-001  4.472710e-002
 4.192560e+000  2.058670e-001  4.490180e-002
 4.197300e+000  1.989375e-001  4.508100e-002
 4.202040e+000  1.791600e-001  4.523040e-002
 4.206780e+000  1.758135e-001  4.544280e-002
 4.211520e+000  1.961735e-001  4.562135e-002
 4.216260e+000  2.090740e-001  4.577160e-002
 4.221000e+000  2.068090e-001  4.594270e-002
 4.225740e+000  2.308800e-001  4.613790e-002
 4.230480e+000  2.484920e-001  4.630290e-002
 4.235220e+000  2.204765e-001  4.660135e-002
 4.239950e+000  2.146215e-001  4.663955e-002
 4.244690e+000  2.012195e-001  4.683430e-002
 4.249430e+000  1.944420e-001  4.701130e-002
 4.254170e+000  2.026765e-001  4.718565e-002
 4.258910e+000  1.832055e-001  4.738075e-002
 4.263650e+000  1.732325e-001  4.755895e-002
 4.268390e+000  1.768040e-001  4.780985e-002
 4.273130e+000  1.867570e-001  4.804885e-002
 4.277870e+000  1.793945e-001  4.824110e-002
 4.282610e+000  1.890800e-001  4.840055e-002
 4.287350e+000  2.084890e-001  4.875745e-002
 4.292080e+000  2.412760e-001  4.884985e-002
 4.296820e+000  2.435520e-001  4.904035e-002
 4.301560e+000  2.224075e-001  4.920795e-002
 4.306300e+000  2.196220e-001  4.948015e-002
 4.311040e+000  2.228825e-001  4.971075e-002
 4.315780e+000  2.001015e-001  4.988020e-002
 4.320520e+000  1.780795e-001  5.004050e-002
 4.325260e+000  1.762595e-001  5.023750e-002
 4.330000e+000  1.769655e-001  5.044600e-002
 4.334740e+000  1.728295e-001  5.059700e-002
 4.339480e+000  1.745880e-001  5.097150e-002
 4.344210e+000  1.610915e-001  5.107950e-002
 4.348950e+000  1.929385e-001  5.134750e-002
 4.353690e+000  2.236310e-001  5.164600e-002
 4.358430e+000  2.220435e-001  5.184300e-002
 4.363170e+000  2.287820e-001  5.210300e-002
 4.367910e+000  2.087635e-001  5.234350e-002
 4.372650e+000  1.811895e-001  5.251700e-002
 4.377390e+000  1.779690e-001  5.270100e-002
 4.382130e+000  1.726475e-001  5.291750e-002
 4.386870e+000  1.369200e-001  5.310500e-002
 4.391610e+000  1.688005e-001  5.360800e-002
 4.396340e+000  2.074125e-001  5.379100e-002
 4.401080e+000  2.196705e-001  5.405950e-002
 4.405820e+000  1.832770e-001  5.426450e-002
 4.410560e+000  1.744175e-001  5.458600e-002
 4.415300e+000  2.289860e-001  5.490700e-002
 4.420040e+000  2.288300e-001  5.512900e-002
 4.424780e+000  1.941825e-001  5.527250e-002
 4.429520e+000  1.953170e-001  5.528650e-002
 4.434260e+000  1.929205e-001  5.528250e-002
 4.439000e+000  2.196240e-001  5.528500e-002
 4.443740e+000  2.179745e-001  5.556400e-002
 4.448470e+000  1.945850e-001  5.549500e-002
 4.453210e+000  1.736610e-001  5.555800e-002
 4.457950e+000  2.052600e-001  5.560750e-002
 4.462690e+000  2.461095e-001  5.572000e-002
 4.467430e+000  2.574115e-001  5.595000e-002
 4.472170e+000  2.661800e-001  5.623350e-002
 4.476910e+000  2.796165e-001  5.640700e-002
 4.481650e+000  2.523645e-001  5.662200e-002
 4.486390e+000  2.327205e-001  5.689300e-002
 4.491130e+000  2.101510e-001  5.718200e-002
 4.495870e+000  1.753535e-001  5.760450e-002
 4.500600e+000  1.613615e-001  5.771200e-002
 4.505340e+000  1.824975e-001  5.805350e-002
 4.510080e+000  1.980715e-001  5.845950e-002
 4.514820e+000  2.223505e-001  5.887350e-002
 4.519560e+000  2.413160e-001  5.925100e-002
 4.524300e+000  2.355715e-001  5.955500e-002
 4.529040e+000  2.367890e-001  5.984800e-002
 4.533780e+000  2.294235e-001  6.021200e-002
 4.538520e+000  2.512140e-001  6.060750e-002
 4.543260e+000  2.188105e-001  6.087900e-002
 4.548000e+000  2.192230e-001  6.120100e-002
 4.552740e+000  2.450920e-001  6.177050e-002
 4.557470e+000  2.419890e-001  6.196850e-002
 4.562210e+000  2.728565e-001  6.245600e-002
 4.566950e+000  2.847040e-001  6.281050e-002
 4.571690e+000  2.158785e-001  6.309650e-002
 4.576430e+000  1.589860e-001  6.341500e-002
 4.581170e+000  1.463165e-001  6.384450e-002
 4.585910e+000  1.956450e-001  6.434100e-002
 4.590650e+000  2.150275e-001  6.478350e-002
 4.595390e+000  2.378490e-001  6.526450e-002
 4.600130e+000  2.787360e-001  6.572350e-002
 4.604870e+000  2.915980e-001  6.636550e-002
 4.609600e+000  2.726390e-001  6.652300e-002
 4.614340e+000  1.826055e-001  6.684050e-002
 4.619080e+000  1.436250e-001  6.733700e-002
 4.623820e+000  1.745160e-001  6.787250e-002
 4.628560e+000  1.664460e-001  6.823550e-002
 4.633300e+000  1.821805e-001  6.873200e-002
 4.638040e+000  2.290410e-001  6.946850e-002
 4.642780e+000  2.189255e-001  6.997950e-002
 4.647520e+000  1.881660e-001  7.034950e-002
 4.652260e+000  2.178040e-001  7.094050e-002
 4.657000e+000  1.879520e-001  7.172450e-002
 4.661730e+000  2.440020e-001  7.207500e-002
 4.666470e+000  2.893160e-001  7.258800e-002
 4.671210e+000  2.450250e-001  7.312100e-002
 4.675950e+000  2.299425e-001  7.386100e-002
 4.680690e+000  2.196860e-001  7.448250e-002
 4.685430e+000  2.393525e-001  7.506400e-002
 4.690170e+000  2.205410e-001  7.563800e-002
 4.694910e+000  2.266285e-001  7.629600e-002
 4.699650e+000  2.495850e-001  7.703350e-002
 4.704390e+000  2.378390e-001  7.755850e-002
 4.709130e+000  2.226685e-001  7.848650e-002
 4.713860e+000  2.147310e-001  7.903350e-002
 4.718600e+000  2.078450e-001  7.977150e-002
 4.723340e+000  1.764870e-001  8.044650e-002
 4.728080e+000  1.904475e-001  8.116500e-002
 4.732820e+000  2.025840e-001  8.211350e-002
 4.737560e+000  1.355735e-001  8.305350e-002
 4.742300e+000  1.453100e-001  8.398250e-002
 4.747040e+000  1.869880e-001  8.502150e-002
 4.751780e+000  2.069935e-001  8.591150e-002
 4.756520e+000  2.071400e-001  8.685000e-002
 4.761260e+000  1.953080e-001  8.826800e-002
 4.765990e+000  2.168800e-001  8.908900e-002
 4.770730e+000  2.066280e-001  9.006500e-002
 4.775470e+000  2.497220e-001  9.099800e-002
 4.780210e+000  2.742110e-001  9.209700e-002
 4.784950e+000  2.048225e-001  9.321600e-002
 4.789690e+000  1.853890e-001  9.421250e-002
 4.794430e+000  1.862270e-001  9.545600e-002
 4.799170e+000  2.051490e-001  9.691500e-002
 4.803910e+000  2.410805e-001  9.842900e-002
 4.808650e+000  2.254155e-001  9.980300e-002
 4.813390e+000  1.538230e-001  1.012925e-001
 4.818120e+000  1.022950e-001  1.024015e-001
 4.822860e+000  8.775950e-002  1.040450e-001
 4.827600e+000  1.251280e-001  1.056605e-001
 4.832340e+000  1.646135e-001  1.073095e-001
 4.837080e+000  1.513725e-001  1.091940e-001
 4.841820e+000  1.156115e-001  1.113065e-001
 4.846560e+000  1.056595e-001  1.133090e-001
 4.851300e+000  1.729275e-001  1.156170e-001
 4.856040e+000  2.054235e-001  1.179350e-001
 4.860780e+000  1.855865e-001  1.204815e-001
 4.865520e+000  1.914245e-001  1.232880e-001
 4.870250e+000  1.577550e-001  1.254935e-001
 4.874990e+000  1.136350e-001  1.286815e-001
 4.879730e+000  9.486500e-002  1.322130e-001
 4.884470e+000  1.528125e-001  1.360580e-001
 4.889210e+000  2.315980e-001  1.391535e-001
 4.893950e+000  1.576590e-001  1.421455e-001
 4.898690e+000  1.921870e-001  1.466985e-001
 4.903430e+000  2.851795e-001  1.521280e-001
 4.908170e+000  2.850085e-001  1.576445e-001
 4.912910e+000  1.879795e-001  1.632585e-001
 4.917650e+000  1.495835e-001  1.703140e-001
 4.922380e+000  2.108315e-001  1.780505e-001
 4.927120e+000  3.909095e-001  1.875725e-001
 4.931860e+000  4.033530e-001  1.975990e-001
 4.936600e+000  4.405030e-001  2.099300e-001
 4.941340e+000  4.925910e-001  2.233145e-001
 4.946080e+000  3.480820e-001  2.386115e-001
 4.950820e+000  3.746075e-002  2.586685e-001
 4.955560e+000 -1.306380e-001  2.875930e-001
 4.960300e+000 -4.779240e-002  3.302915e-001
 4.965040e+000 -7.885400e-002  4.087130e-001
 4.969780e+000  1.818435e-001  5.968900e-001
 4.974510e+000  3.196920e-001  9.354450e-001
range-from: 1
range-to: 1043
