
Parent(s): xs2m_merge_68-64man.dat
 1.983850e-001  1.558790e+001  7.274830e-001
 2.011200e-001  1.524800e+001  7.011170e-001
 2.038550e-001  1.542930e+001  6.851690e-001
 2.065900e-001  1.528880e+001  6.593610e-001
 2.093250e-001  1.528920e+001  6.534050e-001
 2.120610e-001  1.527110e+001  6.283850e-001
 2.147960e-001  1.543400e+001  6.135340e-001
 2.175310e-001  1.569610e+001  5.968570e-001
 2.202660e-001  1.525050e+001  5.858190e-001
 2.230010e-001  1.514140e+001  5.677430e-001
 2.257360e-001  1.554280e+001  5.571440e-001
 2.284710e-001  1.513380e+001  5.515620e-001
 2.312060e-001  1.496670e+001  5.355050e-001
 2.339410e-001  1.518900e+001  5.285090e-001
 2.366760e-001  1.565060e+001  5.122160e-001
 2.394110e-001  1.559440e+001  5.081830e-001
 2.421460e-001  1.565950e+001  5.023210e-001
 2.448820e-001  1.489790e+001  4.878110e-001
 2.476170e-001  1.513190e+001  4.861340e-001
 2.503520e-001  1.514900e+001  4.770940e-001
 2.530870e-001  1.506230e+001  4.752880e-001
 2.558220e-001  1.450900e+001  4.633290e-001
 2.585570e-001  1.511720e+001  4.568910e-001
 2.612920e-001  1.490520e+001  4.563400e-001
 2.640270e-001  1.494920e+001  4.506150e-001
 2.667620e-001  1.434120e+001  4.443160e-001
 2.694970e-001  1.449910e+001  4.359140e-001
 2.722320e-001  1.465740e+001  4.304480e-001
 2.749680e-001  1.461980e+001  4.316650e-001
 2.777030e-001  1.473890e+001  4.294100e-001
 2.804380e-001  1.469560e+001  4.290320e-001
 2.831730e-001  1.471220e+001  4.152240e-001
 2.859080e-001  1.450710e+001  4.176410e-001
 2.886430e-001  1.457900e+001  4.167300e-001
 2.913780e-001  1.452100e+001  4.058300e-001
 2.941130e-001  1.448220e+001  4.070740e-001
 2.968480e-001  1.432040e+001  4.005200e-001
 2.995830e-001  1.409210e+001  4.063100e-001
 3.023180e-001  1.432830e+001  4.040960e-001
 3.050530e-001  1.413850e+001  3.956670e-001
 3.077890e-001  1.391750e+001  3.986810e-001
 3.105240e-001  1.464770e+001  3.941170e-001
 3.132590e-001  1.456300e+001  3.972780e-001
 3.159940e-001  1.396130e+001  3.898340e-001
 3.187290e-001  1.379480e+001  3.856540e-001
 3.214640e-001  1.382420e+001  3.944840e-001
 3.241990e-001  1.359060e+001  3.845180e-001
 3.269340e-001  1.357730e+001  3.879120e-001
 3.296690e-001  1.339330e+001  3.830180e-001
 3.324040e-001  1.344090e+001  3.797050e-001
 3.351390e-001  1.345480e+001  3.853190e-001
 3.378750e-001  1.352650e+001  3.798280e-001
 3.406100e-001  1.339830e+001  3.752680e-001
 3.433450e-001  1.364540e+001  3.746180e-001
 3.460800e-001  1.359370e+001  3.747190e-001
 3.488150e-001  1.356330e+001  3.761490e-001
 3.515500e-001  1.362120e+001  3.716370e-001
 3.542850e-001  1.362470e+001  3.723710e-001
