Sample description: Sub_Ave_zarp_0079_1608-Ave_Tp_0078_855
Sample: Sub_Ave_zarp_00  c= 0 mg/ml  Code: 
 3.050250e+000  1.788361e-004  2.145051e-005
 3.055867e+000  1.440676e-004  2.142795e-005
 3.061484e+000  1.415465e-004  2.140128e-005
 3.067101e+000  1.061726e-004  2.140949e-005
 3.072718e+000  1.131657e-004  2.135816e-005
 3.078335e+000  9.959766e-005  2.135255e-005
 3.083952e+000  1.000249e-004  2.133927e-005
 3.089569e+000  1.101674e-004  2.132605e-005
 3.095185e+000  1.203070e-004  2.133362e-005
 3.100802e+000  1.185802e-004  2.130120e-005
 3.106418e+000  8.695858e-005  2.131275e-005
 3.112035e+000  8.367211e-005  2.127354e-005
 3.117652e+000  1.238688e-004  2.127128e-005
 3.123268e+000  1.365452e-004  2.126192e-005
 3.128884e+000  1.257562e-004  2.120765e-005
 3.134501e+000  1.291286e-004  2.123259e-005
 3.140117e+000  9.782286e-005  2.118520e-005
 3.145733e+000  1.162873e-004  2.119696e-005
 3.151349e+000  1.106014e-004  2.117418e-005
 3.156965e+000  1.341152e-004  2.116897e-005
 3.162581e+000  1.050861e-004  2.115264e-005
 3.168197e+000  1.319637e-004  2.112151e-005
 3.173813e+000  1.669274e-004  2.114355e-005
 3.179429e+000  1.133098e-004  2.110268e-005
 3.185044e+000  9.911783e-005  2.109047e-005
 3.190660e+000  1.452234e-004  2.110420e-005
 3.196276e+000  1.636048e-004  2.107928e-005
 3.201891e+000  1.367911e-004  2.108248e-005
 3.207507e+000  1.187481e-004  2.103988e-005
 3.213122e+000  9.630457e-005  2.104730e-005
 3.218738e+000  9.033441e-005  2.102330e-005
 3.224353e+000  1.934995e-004  2.103217e-005
 3.229968e+000  2.109181e-004  2.104118e-005
 3.235583e+000  1.520362e-004  2.097742e-005
 3.241199e+000  1.540844e-004  2.098696e-005
 3.246814e+000  1.282525e-004  2.097330e-005
 3.252429e+000  1.305647e-004  2.096338e-005
 3.258044e+000  1.305722e-004  2.095758e-005
 3.263658e+000  1.157643e-004  2.091232e-005
 3.269273e+000  9.687321e-005  2.093799e-005
 3.274888e+000  1.263750e-004  2.090906e-005
 3.280503e+000  1.324450e-004  2.091411e-005
 3.286117e+000  1.151662e-004  2.089666e-005
 3.291732e+000  9.132306e-005  2.086204e-005
 3.297346e+000  5.984242e-005  2.086623e-005
 3.302961e+000  9.303078e-005  2.083359e-005
 3.308575e+000  8.392048e-005  2.083967e-005
 3.314190e+000  7.966654e-005  2.082264e-005
 3.319804e+000  1.088752e-004  2.081713e-005
 3.325418e+000  8.869777e-005  2.080285e-005
 3.331032e+000  1.192630e-004  2.077532e-005
 3.336646e+000  1.079563e-004  2.079113e-005
 3.342260e+000  9.668505e-005  2.077737e-005
 3.347874e+000  8.121095e-005  2.075358e-005
 3.353488e+000  1.213530e-004  2.075036e-005
 3.359102e+000  1.261260e-004  2.073498e-005
 3.364715e+000  1.089233e-004  2.073876e-005
 3.370329e+000  9.178443e-005  2.069129e-005
 3.375943e+000  9.109264e-005  2.069530e-005
 3.381556e+000  1.017676e-004  2.068039e-005
 3.387170e+000  7.599476e-005  2.064938e-005
 3.392783e+000  1.390362e-004  2.068207e-005
 3.398396e+000  9.759686e-005  2.064024e-005
 3.404010e+000  5.810581e-005  2.064144e-005
 3.409623e+000  1.059966e-004  2.061744e-005
 3.415236e+000  1.259279e-004  2.061679e-005
 3.420849e+000  1.417170e-004  2.061415e-005
 3.426462e+000  1.071877e-004  2.055858e-005
 3.432075e+000  7.028078e-005  2.056672e-005
 3.437688e+000  8.520555e-005  2.054164e-005
 3.443301e+000  9.733345e-005  2.054533e-005
 3.448914e+000  9.244462e-005  2.054040e-005
 3.454526e+000  7.627343e-005  2.051045e-005
 3.460139e+000  7.863188e-005  2.051974e-005
 3.465752e+000  9.941947e-005  2.048390e-005
 3.471364e+000  1.282519e-004  2.051402e-005
 3.476976e+000  1.472954e-004  2.049129e-005
 3.482589e+000  1.542614e-004  2.045672e-005
 3.488201e+000  1.681648e-004  2.046659e-005
 3.493813e+000  1.427078e-004  2.042551e-005
 3.499425e+000  1.512666e-004  2.043724e-005
 3.505038e+000  1.659553e-004  2.041300e-005
 3.510650e+000  1.839317e-004  2.042436e-005
 3.516262e+000  1.293890e-004  2.041677e-005
 3.521873e+000  1.426587e-004  2.038345e-005
 3.527485e+000  1.332138e-004  2.040096e-005
 3.533097e+000  1.292221e-004  2.035317e-005
 3.538709e+000  1.244907e-004  2.036163e-005
 3.544320e+000  1.456663e-004  2.035156e-005
 3.549932e+000  1.615603e-004  2.032934e-005
 3.555543e+000  1.142326e-004  2.033428e-005
 3.561155e+000  9.800177e-005  2.028239e-005
 3.566766e+000  1.157243e-004  2.029350e-005
 3.572377e+000  1.609547e-004  2.028331e-005
 3.577989e+000  1.592817e-004  2.028298e-005
 3.583600e+000  9.868737e-005  2.025784e-005
 3.589211e+000  5.215079e-005  2.021862e-005
 3.594822e+000  2.398699e-005  2.027235e-005
 3.600433e+000  6.063060e-005  2.065438e-005
 3.606044e+000  1.420662e-005  2.088479e-005
 3.611654e+000  4.238779e-005  2.110103e-005
 3.617265e+000  1.102357e-004  2.127142e-005
 3.622876e+000  8.879053e-005  2.145319e-005
 3.628486e+000  9.950755e-005  2.160251e-005
 3.634097e+000  1.271369e-004  2.178211e-005
 3.639707e+000  1.282287e-004  2.190959e-005
 3.645318e+000  8.673976e-005  2.202557e-005
 3.650928e+000  6.616175e-005  2.217973e-005
 3.656538e+000  4.470892e-005  2.226663e-005
 3.662148e+000  8.924943e-005  2.243509e-005
 3.667758e+000  8.510970e-005  2.253528e-005
 3.673368e+000  7.574432e-005  2.263132e-005
 3.678978e+000  1.035380e-004  2.270688e-005
 3.684588e+000  4.099901e-005  2.272979e-005
 3.690198e+000  4.227914e-006  2.282316e-005
 3.695808e+000  5.220516e-005  2.286180e-005
 3.701417e+000  9.877023e-005  2.296077e-005
 3.707027e+000  1.030525e-004  2.302406e-005
 3.712637e+000  5.436992e-005  2.305807e-005
 3.718246e+000  9.833084e-005  2.314458e-005
 3.723855e+000  1.129253e-004  2.316417e-005
 3.729465e+000  1.099242e-004  2.326484e-005
 3.735074e+000  9.679883e-005  2.329169e-005
 3.740683e+000  7.163286e-005  2.335268e-005
 3.746292e+000  1.541236e-004  2.342930e-005
 3.751901e+000  1.958492e-004  2.343817e-005
 3.757510e+000  1.765367e-004  2.352274e-005
 3.763119e+000  1.242779e-004  2.351468e-005
 3.768728e+000  1.017542e-004  2.359612e-005
 3.774337e+000  7.413213e-005  2.365731e-005
 3.779945e+000  5.907029e-005  2.366946e-005
 3.785554e+000  9.067782e-005  2.374151e-005
 3.791162e+000  1.280449e-004  2.375522e-005
 3.796771e+000  1.074170e-004  2.382446e-005
 3.802379e+000  9.751638e-005  2.384002e-005
 3.807988e+000  8.758241e-005  2.389472e-005
 3.813596e+000  5.324535e-005  2.394614e-005
 3.819204e+000  8.856914e-005  2.396548e-005
 3.824812e+000  5.758918e-005  2.404785e-005
 3.830420e+000  4.772267e-005  2.404761e-005
 3.836028e+000  3.238422e-005  2.414085e-005
 3.841636e+000  5.082426e-005  2.419630e-005
 3.847244e+000  5.194010e-005  2.420593e-005
 3.852851e+000  9.637740e-005  2.429159e-005
 3.858459e+000  1.232252e-004  2.430017e-005
 3.864067e+000  1.537894e-004  2.436954e-005
 3.869674e+000  1.274439e-004  2.438699e-005
 3.875282e+000  1.351751e-004  2.442345e-005
 3.880889e+000  1.043869e-004  2.451563e-005
 3.886496e+000  5.124634e-005  2.451582e-005
 3.892103e+000  9.990882e-005  2.461543e-005
 3.897710e+000  6.554475e-005  2.460894e-005
 3.903317e+000  8.462248e-005  2.463769e-005
 3.908924e+000  8.874620e-005  2.469647e-005
 3.914531e+000  6.746363e-005  2.474093e-005
 3.920138e+000  4.947421e-005  2.483161e-005
 3.925745e+000  1.063109e-004  2.483293e-005
 3.931352e+000  8.891563e-005  2.490496e-005
 3.936958e+000  1.087625e-004  2.495570e-005
 3.942565e+000  6.899456e-006  2.497098e-005
 3.948171e+000  7.146494e-005  2.506068e-005
 3.953778e+000  1.278366e-004  2.504833e-005
 3.959384e+000  6.544170e-005  2.511858e-005
 3.964990e+000  9.442016e-006  2.513645e-005
 3.970596e+000  7.368092e-005  2.517784e-005
 3.976202e+000  2.252696e-005  2.523603e-005
 3.981808e+000  2.013451e-005  2.524237e-005
 3.987414e+000  8.926569e-005  2.536702e-005
 3.993020e+000  1.171724e-004  2.535597e-005
 3.998626e+000  8.796894e-005  2.541657e-005
 4.004231e+000  9.027856e-005  2.546297e-005
 4.009837e+000  8.649556e-005  2.548167e-005
 4.015443e+000  1.138750e-004  2.557161e-005
 4.021048e+000  1.036322e-004  2.554487e-005
 4.026653e+000  1.181361e-004  2.563732e-005
 4.032259e+000  1.365356e-004  2.568007e-005
 4.037864e+000  1.035246e-004  2.570065e-005
 4.043469e+000  8.689501e-005  2.576427e-005
 4.049074e+000  4.753326e-005  2.575765e-005
 4.054679e+000  5.080786e-005  2.583530e-005
 4.060284e+000  3.564979e-005  2.582947e-005
 4.065889e+000  1.286053e-004  2.591566e-005
 4.071494e+000  8.331751e-005  2.596536e-005
 4.077098e+000  9.821225e-006  2.596211e-005
 4.082703e+000  8.082622e-005  2.609022e-005
 4.088307e+000  6.471637e-005  2.605329e-005
 4.093912e+000  4.502148e-005  2.615238e-005
 4.099516e+000  1.036096e-004  2.620364e-005
 4.105121e+000  1.105613e-004  2.622828e-005
 4.110725e+000  1.438037e-004  2.631956e-005
 4.116329e+000  1.127424e-004  2.628292e-005
 4.121933e+000  1.033565e-004  2.637614e-005
 4.127537e+000  1.408018e-004  2.638806e-005
 4.133141e+000  1.719499e-004  2.647487e-005
 4.138745e+000  1.497651e-004  2.651771e-005
 4.144348e+000  2.581509e-005  2.645258e-005
 4.149952e+000  5.652952e-005  2.655786e-005
 4.155556e+000  1.172774e-004  2.648701e-005
 4.161159e+000  1.173336e-004  2.651752e-005
 4.166763e+000  1.524774e-004  2.652892e-005
 4.172366e+000  1.651214e-004  2.650602e-005
 4.177969e+000  1.406637e-004  2.658813e-005
 4.183572e+000  6.214635e-005  2.646164e-005
 4.189175e+000 -2.527895e-005  2.647133e-005
 4.194778e+000  7.922432e-005  2.647914e-005
 4.200381e+000  1.658830e-004  2.649503e-005
 4.205984e+000  1.105635e-004  2.654316e-005
 4.211587e+000  9.731999e-005  2.648638e-005
 4.217190e+000  5.453832e-006  2.652956e-005
 4.222792e+000  2.167559e-005  2.649749e-005
 4.228395e+000  8.791042e-005  2.655827e-005
 4.233997e+000  8.731235e-005  2.656002e-005
 4.239600e+000  1.248946e-004  2.654705e-005
 4.245202e+000  1.250490e-004  2.659581e-005
 4.250804e+000  1.766188e-004  2.656409e-005
 4.256406e+000  1.536355e-004  2.661366e-005
 4.262008e+000  9.741872e-005  2.659367e-005
 4.267610e+000  8.529239e-005  2.659076e-005
 4.273212e+000  1.121563e-004  2.667151e-005
 4.278814e+000  1.051735e-004  2.661364e-005
 4.284416e+000  2.617811e-005  2.663961e-005
 4.290017e+000  9.067401e-006  2.660122e-005
 4.295619e+000  5.716513e-005  2.663634e-005
 4.301220e+000  5.594803e-005  2.664282e-005
 4.306822e+000  5.162590e-005  2.661686e-005
 4.312423e+000  1.203551e-004  2.670994e-005
 4.318024e+000  4.054518e-005  2.662845e-005
 4.323625e+000  5.449361e-005  2.668092e-005
 4.329227e+000  1.015768e-004  2.667617e-005
 4.334827e+000  7.077952e-005  2.666509e-005
 4.340428e+000  2.613274e-005  2.672239e-005
 4.346029e+000  3.675500e-005  2.666803e-005
 4.351630e+000  5.942926e-005  2.672822e-005
 4.357231e+000  1.241563e-004  2.672588e-005
 4.362831e+000  1.396561e-004  2.675023e-005
 4.368432e+000  1.294910e-004  2.676965e-005
 4.374032e+000  1.159021e-004  2.669508e-005
 4.379632e+000  1.293622e-004  2.678838e-005
 4.385233e+000  1.425953e-004  2.673977e-005
 4.390833e+000  1.426339e-004  2.679276e-005
 4.396433e+000  1.438781e-004  2.679076e-005
 4.402033e+000  8.364411e-005  2.675518e-005
 4.407633e+000  1.461928e-004  2.683511e-005
 4.413232e+000  1.488914e-004  2.673830e-005
 4.418832e+000  8.198980e-005  2.680087e-005
 4.424432e+000  4.300246e-005  2.679112e-005
 4.430031e+000 -2.246417e-006  2.680673e-005
 4.435631e+000  4.028836e-005  2.684077e-005
 4.441230e+000  9.295403e-005  2.679912e-005
 4.446829e+000  9.442777e-005  2.686900e-005
 4.452429e+000  2.580365e-005  2.680892e-005
 4.458028e+000  1.590237e-005  2.682477e-005
 4.463627e+000  8.719094e-005  2.687484e-005
 4.469226e+000  4.206547e-005  2.679401e-005
 4.474825e+000  2.159241e-005  2.686969e-005
 4.480424e+000  6.916017e-005  2.682482e-005
 4.486022e+000  7.840814e-005  2.691100e-005
 4.491621e+000  2.483120e-005  2.687486e-005
 4.497219e+000  3.675624e-005  2.686873e-005
 4.502818e+000  7.270964e-005  2.691646e-005
 4.508416e+000  5.908748e-005  2.686902e-005
 4.514014e+000  7.479954e-005  2.693486e-005
 4.519613e+000  2.427724e-005  2.688776e-005
 4.525211e+000  2.118266e-005  2.690223e-005
 4.530809e+000  8.687989e-005  2.695803e-005
 4.536407e+000  6.938429e-005  2.691619e-005
 4.542004e+000  3.855929e-005  2.696412e-005
 4.547602e+000  1.102193e-004  2.691529e-005
 4.553200e+000  8.626507e-005  2.699596e-005
 4.558797e+000  6.624591e-005  2.698766e-005
 4.564395e+000  4.531055e-005  2.696312e-005
 4.569992e+000  1.176360e-004  2.702173e-005
 4.575590e+000  6.904859e-005  2.693337e-005
 4.581187e+000  3.124169e-005  2.699718e-005
 4.586784e+000  5.857582e-005  2.698175e-005
 4.592381e+000  1.583567e-005  2.698306e-005
 4.597978e+000  1.741289e-005  2.700946e-005
 4.603575e+000  5.530685e-005  2.694479e-005
 4.609172e+000  4.846909e-005  2.700989e-005
 4.614768e+000  3.504046e-005  2.698682e-005
 4.620365e+000  4.185822e-005  2.702987e-005
 4.625962e+000  7.186190e-005  2.707124e-005
 4.631558e+000  8.930099e-005  2.705901e-005
 4.637154e+000  1.367461e-004  2.709447e-005
 4.642751e+000  1.091593e-004  2.704936e-005
 4.648347e+000  8.339105e-005  2.709040e-005
 4.653943e+000  1.198371e-004  2.708949e-005
 4.659539e+000  1.438520e-004  2.709490e-005
 4.665135e+000  1.005028e-004  2.713100e-005
 4.670731e+000  1.214927e-004  2.706520e-005
 4.676326e+000  4.782979e-005  2.711693e-005
 4.681922e+000  9.117758e-005  2.708001e-005
 4.687518e+000  1.569807e-004  2.715834e-005
 4.693113e+000  1.229915e-004  2.716624e-005
 4.698708e+000  6.024591e-005  2.711523e-005
 4.704304e+000 -1.002503e-005  2.715037e-005
 4.709899e+000 -2.579246e-005  2.704502e-005
 4.715494e+000 -3.041086e-005  2.710218e-005
 4.721089e+000 -6.191971e-006  2.710965e-005
 4.726684e+000  2.715131e-005  2.708913e-005
 4.732279e+000  8.394421e-005  2.714541e-005
 4.737873e+000  7.331401e-005  2.707973e-005
 4.743468e+000  7.413066e-005  2.716644e-005
 4.749063e+000  1.175090e-004  2.714272e-005
 4.754657e+000  1.232049e-004  2.715748e-005
 4.760252e+000  6.192544e-005  2.717954e-005
 4.765846e+000  5.306182e-005  2.712179e-005
 4.771440e+000  1.267466e-004  2.725215e-005
 4.777034e+000  1.023857e-004  2.715942e-005
 4.782628e+000  9.886244e-005  2.719075e-005
 4.788222e+000  5.276329e-005  2.716807e-005
 4.793816e+000  2.953141e-005  2.714110e-005
 4.799410e+000  3.767922e-006  2.721840e-005
 4.805003e+000 -1.215033e-005  2.715250e-005
 4.810597e+000 -2.946011e-005  2.722155e-005
 4.816190e+000 -1.699513e-005  2.722580e-005
 4.821784e+000  5.770195e-005  2.721778e-005
 4.827377e+000  2.448843e-005  2.727225e-005
 4.832970e+000 -5.717812e-007  2.719083e-005
 4.838563e+000  2.297180e-005  2.727102e-005
 4.844156e+000  2.562200e-005  2.722376e-005
 4.849749e+000  2.166811e-006  2.725247e-005
 4.855342e+000  2.023345e-006  2.727414e-005
 4.860935e+000 -2.684081e-005  2.722009e-005
 4.866527e+000  7.063612e-005  2.730708e-005
 4.872120e+000  3.786224e-005  2.724070e-005
 4.877712e+000  5.208532e-005  2.732101e-005
 4.883305e+000  3.619027e-005  2.729456e-005
 4.888897e+000  5.081274e-005  2.726717e-005
 4.894489e+000  5.825071e-005  2.733998e-005
 4.900081e+000  5.988824e-005  2.726939e-005
 4.905673e+000  5.952482e-005  2.734515e-005
 4.911265e+000  4.081633e-005  2.733178e-005
 4.916857e+000  4.413840e-005  2.748254e-005
 4.922448e+000  9.526492e-005  2.769510e-005
 4.928040e+000  1.250709e-004  2.879919e-005
 4.933632e+000  1.480116e-004  3.002185e-005
 4.939223e+000  1.236397e-004  3.066906e-005
 4.944814e+000  1.241464e-004  3.140875e-005
 4.950406e+000  1.790225e-005  3.193187e-005
 4.955997e+000  3.877642e-005  3.240761e-005
 4.961588e+000  4.800879e-005  3.288230e-005
 4.967179e+000  5.822680e-005  3.283481e-005
 4.972769e+000  6.969633e-005  3.317872e-005
 4.978360e+000  1.027750e-004  3.338612e-005
 4.983951e+000  6.157495e-005  3.358702e-005
 4.989541e+000  2.802472e-005  3.388188e-005
 4.995132e+000  7.809054e-005  3.400959e-005
 5.000722e+000  7.106467e-005  3.439986e-005
 5.006313e+000  1.697180e-006  3.443482e-005
 5.011903e+000  2.845187e-005  3.471227e-005
 5.017493e+000  9.675310e-005  3.494583e-005
 5.023083e+000  5.245698e-005  3.508117e-005
 5.028673e+000  1.000876e-005  3.539113e-005
 5.034263e+000 -6.978522e-006  3.542423e-005
 5.039852e+000 -1.510782e-005  3.579700e-005
 5.045442e+000 -1.450571e-005  3.590534e-005
 5.051031e+000 -5.324099e-006  3.606768e-005
 5.056621e+000  1.138442e-005  3.632427e-005
 5.062210e+000  5.702852e-005  3.641720e-005
 5.067799e+000  1.278347e-004  3.681356e-005
 5.073388e+000  5.997693e-005  3.689390e-005
 5.078977e+000  7.541351e-005  3.707271e-005
 5.084566e+000  3.683052e-005  3.729635e-005
 5.090155e+000 -2.327134e-005  3.739710e-005
 5.095744e+000  7.975023e-006  3.775378e-005
 5.101333e+000  5.672667e-005  3.777964e-005
 5.106921e+000  4.350952e-005  3.788902e-005
 5.112510e+000 -5.127376e-005  3.807733e-005
 5.118098e+000  9.481984e-006  3.815241e-005
 5.123686e+000  5.478553e-005  3.847603e-005
 5.129274e+000  5.737033e-005  3.862493e-005
 5.134862e+000  4.113815e-005  3.888066e-005
 5.140450e+000  5.676529e-005  3.904235e-005
 5.146038e+000  8.586186e-005  3.917619e-005
 5.151626e+000  1.994573e-005  3.943635e-005
 5.157214e+000 -1.114150e-005  3.955242e-005
 5.162801e+000  1.571312e-005  3.985452e-005
 5.168389e+000 -8.323730e-005  4.001145e-005
 5.173976e+000 -8.008357e-005  4.014675e-005
 5.179563e+000 -2.803257e-005  4.045461e-005
 5.185151e+000  2.799013e-005  4.060083e-005
 5.190738e+000  4.231407e-005  4.088631e-005
 5.196325e+000 -2.985540e-005  4.104055e-005
 5.201911e+000 -3.204561e-005  4.122729e-005
 5.207498e+000 -6.651654e-005  4.148464e-005
 5.213085e+000  2.272065e-005  4.169735e-005
 5.218671e+000 -9.150500e-006  4.189531e-005
 5.224258e+000 -1.731725e-005  4.213999e-005
 5.229844e+000  2.714096e-006  4.227431e-005
 5.235431e+000  2.906716e-005  4.249304e-005
 5.241017e+000  1.525566e-004  4.272294e-005
 5.246603e+000  1.414137e-004  4.294914e-005
 5.252189e+000  1.013343e-004  4.326223e-005
 5.257775e+000  7.894439e-005  4.344595e-005
 5.263360e+000  1.560269e-004  4.365777e-005
 5.268946e+000  5.781737e-005  4.387821e-005
 5.274532e+000  2.208355e-005  4.405168e-005
 5.280117e+000  6.644613e-005  4.440851e-005
 5.285703e+000  8.853888e-005  4.461526e-005
 5.291288e+000  1.845165e-005  4.468547e-005
 5.296873e+000  2.563996e-006  4.508294e-005
 5.302458e+000  6.184910e-005  4.531253e-005
 5.308043e+000  7.591400e-005  4.563972e-005
 5.313628e+000  4.062764e-006  4.584013e-005
 5.319213e+000 -1.114468e-005  4.597918e-005
 5.324797e+000  7.843598e-005  4.625472e-005
 5.330382e+000  1.089518e-004  4.645324e-005
 5.335966e+000  1.034799e-004  4.638405e-005
 5.341551e+000  4.360892e-005  4.639447e-005
 5.347135e+000 -3.854200e-005  4.644114e-005
 5.352719e+000  1.576929e-005  4.657662e-005
 5.358303e+000  1.052179e-004  4.645578e-005
 5.363887e+000  1.180345e-004  4.635633e-005
 5.369471e+000  9.139598e-005  4.644240e-005
 5.375055e+000  1.198264e-004  4.647885e-005
 5.380638e+000 -4.044082e-005  4.648551e-005
 5.386222e+000 -3.722468e-005  4.638806e-005
 5.391805e+000  2.517874e-005  4.644977e-005
 5.397389e+000  2.834287e-005  4.652986e-005
 5.402972e+000  5.521731e-005  4.654431e-005
 5.408555e+000  1.737030e-005  4.652484e-005
 5.414138e+000  6.200660e-005  4.656731e-005
 5.419721e+000  3.194672e-005  4.678337e-005
 5.425304e+000  1.429969e-005  4.700890e-005
 5.430887e+000  2.046010e-005  4.717127e-005
 5.436469e+000  4.140754e-005  4.747515e-005
 5.442052e+000  4.581547e-005  4.777047e-005
 5.447634e+000 -1.236966e-005  4.800876e-005
 5.453217e+000 -4.134738e-005  4.822041e-005
 5.458799e+000  1.752584e-005  4.842285e-005
 5.464381e+000 -5.123697e-006  4.871215e-005
 5.469963e+000 -5.098314e-005  4.898875e-005
 5.475545e+000 -1.504644e-005  4.920905e-005
 5.481127e+000  5.735930e-006  4.940831e-005
 5.486708e+000  1.306689e-004  4.971968e-005
 5.492290e+000  6.838947e-005  4.989915e-005
 5.497871e+000  4.270439e-005  5.018227e-005
 5.503453e+000  5.157913e-005  5.054762e-005
 5.509034e+000 -2.336900e-006  5.082763e-005
 5.514615e+000 -2.475403e-005  5.107396e-005
 5.520196e+000  8.614459e-005  5.146971e-005
 5.525777e+000  5.745826e-005  5.175245e-005
 5.531358e+000 -1.051148e-004  5.186099e-005
 5.536939e+000 -1.244885e-004  5.222894e-005
 5.542519e+000  1.342262e-005  5.260549e-005
 5.548100e+000  1.021788e-004  5.286783e-005
 5.553680e+000  2.337335e-005  5.322383e-005
 5.559261e+000  1.233785e-004  5.354897e-005
 5.564841e+000  1.332911e-004  5.383913e-005
 5.570421e+000  8.979587e-007  5.415954e-005
 5.576001e+000 -6.789338e-005  5.441429e-005
 5.581581e+000  4.597660e-005  5.481136e-005
 5.587161e+000  6.375508e-005  5.515888e-005
 5.592740e+000  1.461587e-004  5.566346e-005
 5.598320e+000  2.108256e-004  5.600433e-005
 5.603899e+000  2.112068e-004  5.632277e-005
 5.609479e+000  1.309184e-004  5.674347e-005
 5.615058e+000  9.820320e-006  5.702509e-005
 5.620637e+000  3.861966e-005  5.733059e-005
 5.626216e+000  8.826316e-005  5.769943e-005
 5.631795e+000 -2.694237e-005  5.803495e-005
 5.637374e+000  7.796315e-005  5.846140e-005
 5.642953e+000  1.829982e-004  5.899204e-005
 5.648531e+000  2.352179e-004  5.949319e-005
 5.654110e+000  2.007456e-004  5.982799e-005
 5.659688e+000  2.005088e-004  6.017400e-005
 5.665267e+000  2.457637e-004  6.073062e-005
 5.670845e+000  2.543827e-004  6.104956e-005
 5.676423e+000  1.415032e-004  6.146595e-005
 5.682001e+000 -2.075379e-005  6.189873e-005
 5.687579e+000 -7.088728e-005  6.212352e-005
 5.693156e+000 -7.079096e-006  6.263000e-005
 5.698734e+000  1.262777e-004  6.331622e-005
 5.704312e+000  2.500848e-005  6.411976e-005
 5.709889e+000 -2.600422e-004  6.456760e-005
 5.715466e+000 -1.744452e-004  6.514063e-005
 5.721044e+000 -1.126053e-004  6.586550e-005
 5.726621e+000 -8.856771e-005  6.641039e-005
 5.732198e+000 -3.667044e-005  6.687295e-005
 5.737775e+000  3.820716e-005  6.748738e-005
 5.743351e+000 -8.665071e-005  6.793168e-005
 5.748928e+000 -2.618766e-005  6.854071e-005
 5.754505e+000 -7.893738e-005  6.912732e-005
 5.760081e+000  4.448223e-005  6.976070e-005
 5.765657e+000  1.410489e-004  7.056629e-005
 5.771234e+000  2.499818e-004  7.124322e-005
 5.776810e+000  2.928264e-004  7.216655e-005
 5.782386e+000  2.300026e-004  7.275378e-005
 5.787962e+000  2.308107e-005  7.324598e-005
 5.793537e+000  7.463836e-005  7.398188e-005
 5.799113e+000  1.562026e-004  7.472130e-005
 5.804689e+000  1.013246e-004  7.552768e-005
 5.810264e+000  1.140015e-004  7.628893e-005
 5.815839e+000  8.569196e-005  7.715363e-005
 5.821415e+000  1.153523e-004  7.829404e-005
 5.826990e+000  5.949949e-005  7.886269e-005
 5.832565e+000  2.156501e-005  7.990769e-005
 5.838140e+000  2.488108e-004  8.110030e-005
 5.843715e+000  3.352681e-004  8.181173e-005
 5.849289e+000  6.669822e-004  8.257727e-005
 5.854864e+000  3.593822e-004  8.345957e-005
 5.860438e+000  7.312220e-005  8.499615e-005
 5.866013e+000  2.694535e-005  8.614608e-005
 5.871587e+000  7.163896e-006  8.709902e-005
 5.877161e+000  8.274482e-005  8.862395e-005
 5.882735e+000  1.174461e-004  8.970002e-005
 5.888309e+000  1.306650e-004  9.107634e-005
 5.893883e+000  1.686758e-004  9.253173e-005
 5.899456e+000  1.542766e-004  9.393788e-005
 5.905030e+000  8.753692e-005  9.572003e-005
 5.910603e+000  2.925257e-004  9.751124e-005
 5.916177e+000  3.494473e-004  9.938703e-005
 5.921750e+000  1.188833e-004  1.007894e-004
 5.927323e+000  2.175130e-005  1.021374e-004
 5.932896e+000  3.848893e-005  1.041993e-004
 5.938469e+000  9.220528e-005  1.064256e-004
 5.944042e+000  1.468562e-004  1.083853e-004
 5.949615e+000  1.055733e-005  1.104967e-004
 5.955187e+000  7.670826e-005  1.122872e-004
 5.960760e+000 -1.529414e-004  1.149677e-004
 5.966332e+000 -1.412037e-004  1.179229e-004
 5.971904e+000  1.839740e-004  1.214611e-004
 5.977476e+000  2.746541e-004  1.247036e-004
 5.983048e+000 -9.913798e-005  1.280624e-004
 5.988620e+000 -4.458519e-005  1.322386e-004
 5.994192e+000  8.396862e-005  1.362846e-004
 5.999763e+000  2.650886e-004  1.405691e-004
 6.005335e+000  6.171872e-004  1.460892e-004
 6.010906e+000  3.634507e-004  1.512394e-004
 6.016478e+000  1.216796e-004  1.575204e-004
 6.022049e+000 -1.276751e-005  1.639334e-004
 6.027620e+000 -5.891491e-005  1.719561e-004
 6.033191e+000  2.588923e-004  1.821798e-004
 6.038762e+000  2.520550e-004  1.929335e-004
 6.044333e+000  1.496885e-005  2.064764e-004
 6.049903e+000  1.638198e-004  2.233649e-004
 6.055474e+000  4.254457e-004  2.454501e-004
 6.061044e+000  1.627254e-004  2.723285e-004
 6.066614e+000  3.692266e-004  3.109066e-004
 6.072185e+000  8.973788e-004  3.854875e-004
 6.077755e+000  3.954405e-004  5.351617e-004
 6.083325e+000  3.599755e-004  7.033080e-004
range-from: 1
range-to: 1074
